Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
651,Day 140,Astute,Adjective,Advanced,விவேகமான,चतुर,He is an astute observer of human behavior.,அவர் மனித நடத்தையை உன்னிப்பாகக் கவனிக்கும் விவேகமானவர்.,वह मानव व्यवहार का एक चतुर पर्यवेक्षक है।,"Shrewd, Sharp",மதிநுட்பமுள்ள
652,Day 140,Attenuate,Verb,Advanced,வலுவிழக்கச் செய்,कम करना,The drug is used to attenuate the symptoms.,இந்த மருந்து அறிகுறிகளின் தீவிரத்தைக் குறைக்கப் பயன்படுகிறது.,दवा का उपयोग लक्षणों को कम करने के लिए किया जाता है।,"Weaken, Reduce",மெலிதாக்கு
653,Day 140,Augment,Verb,Advanced,அதிகரி / பெருக்கு,बढ़ाना,He took a second job to augment his income.,அவர் தனது வருமானத்தை அதிகரிக்க இரண்டாவது வேலையைச் செய்தார்.,उन्होंने अपनी आय बढ़ाने के लिए दूसरी नौकरी की।,"Increase, Expand",உயர்த்து
651,Day 141,August,Adjective,Advanced,மகத்தான / கம்பீரமான,भव्य,We visited the august halls of the palace.,நாங்கள் அரண்மனையின் கம்பீரமான மண்டபங்களுக்குச் சென்றோம்.,हमने महल के भव्य हॉलों का दौरा किया।,"Grand, Majestic",மேன்மையான
652,Day 141,Autocratic,Adjective,Advanced,சர்வாதிகார,निरंकुश,The company was run by an autocratic leader.,அந்த நிறுவனம் ஒரு சர்வாதிகாரத் தலைவரால் நடத்தப்பட்டது.,कंपनी एक निरंकुश नेता द्वारा चलाई जा रही थी।,"Despotic, Absolute",தன்னிச்சை அதிகாரம் கொண்ட
653,Day 141,Autonomous,Adjective,Advanced,தன்னாட்சி பெற்ற,स्वायत्त,Each department is autonomous in its decision-making.,ஒவ்வொரு துறையும் முடிவெடுப்பதில் தன்னாட்சி பெற்றுள்ளது.,प्रत्येक विभाग अपने निर्णय लेने में स्वायत्त है।,"Independent, Sovereign",தன்னிச்சையான
651,Day 141,Avarice,Noun,Advanced,பேராசை,लोभ,His avarice led him to commit fraud.,அவனது பேராசை அவனை மோசடி செய்யத் தூண்டியது.,उसके लोभ ने उसे धोखाधड़ी करने के लिए प्रेरित किया।,"Greed, Cupidity",பொருளாசை
652,Day 141,Aver,Verb,Advanced,உறுதியாகக் கூறு,दृढ़ता से कहना,He averred that he was innocent.,அவர் தான் குற்றமற்றவர் என்று உறுதியாகக் கூறினார்.,उसने दृढ़ता से कहा कि वह निर्दोष था।,"Declare, Assert",மெய்ப்பித்துக் கூறு
653,Day 142,Aversion,Noun,Advanced,வெறுப்பு,घृणा,I have an aversion to seafood.,எனக்குக் கடல் உணவுகள் என்றாலே வெறுப்பு.,मुझे समुद्री भोजन से घृणा है।,"Dislike, Antipathy",ஒவ்வாமை
651,Day 142,Awry,Adjective,Advanced,தவறுதலாக / கோணலாக,गलत / टेढ़ा,Our plans went awry due to the rain.,மழையினால் எங்களது திட்டங்கள் தவறுதலாகப் போயின.,बारिश के कारण हमारी योजनाएँ गलत हो गईं।,"Wrong, Amiss",மாறுபட்ட
652,Day 142,Axiom,Noun,Advanced,அடிப்படை உண்மை,स्वयं सिद्ध सत्य,It is an axiom that exercise is good for health.,உடற்பயிற்சி ஆரோக்கியத்திற்கு நல்லது என்பது ஒரு அடிப்படை உண்மையாகும்.,यह एक स्वयं सिद्ध सत्य है कि व्यायाम स्वास्थ्य के लिए अच्छा है।,"Postulate, Maxim",மெய்ம்மை
653,Day 142,Bastion,Noun,Advanced,பாதுகாப்பு அரண்,गढ़,The university is a bastion of free speech.,பல்கலைக்கழகம் பேச்சு சுதந்திரத்தின் பாதுகாப்பு அரணாக உள்ளது.,विश्वविद्यालय स्वतंत्र भाषण का गढ़ है।,"Fortress, Stronghold",கோட்டை
651,Day 142,Begrudge,Verb,Advanced,பொறாமைப்படு,ईर्ष्या करना,I don't begrudge him his success.,அவனது வெற்றியைப் பார்த்து நான் பொறாமைப்படவில்லை.,मुझे उसकी सफलता पर ईर्ष्या नहीं है।,"Envy, Resent",மனமில்லாமலிரு
652,Day 143,Beneficent,Adjective,Advanced,நன்மையளிக்கும்,हितकारी,He is a beneficent leader who cares for the poor.,அவர் ஏழைகள் மீது அக்கறை கொண்ட நன்மையளிக்கும் தலைவர்.,वह एक हितकारी नेता हैं जो गरीबों की परवाह करते हैं।,"Charitable, Kind",உபகாரமுள்ள
653,Day 143,Bestial,Adjective,Advanced,மிருகத்தனமான,पाशविक,They were shocked by the bestial nature of the crime.,குற்றத்தின் மிருகத்தனமான தன்மையைக் கண்டு அவர்கள் அதிர்ச்சியடைந்தனர்.,अपराध की पाशविक प्रकृति से वे स्तब्ध रह गए।,"Brutal, Cruel",விலங்கு போன்ற
651,Day 143,Bestow,Verb,Advanced,வழங்கு / அளி,प्रदान करना,The award was bestowed upon the scientist.,அந்த விருது விஞ்ஞானிக்கு வழங்கப்பட்டது.,वैज्ञानिक को पुरस्कार प्रदान किया गया।,"Grant, Give",கொடுத்தருளு
652,Day 143,Bland,Adjective,Advanced,சுவையற்ற / சுவாரஸ்யமற்ற,फीका / स्वादहीन,The soup was quite bland and needed more salt.,"சூப் மிகவும் சுவையற்றதாக இருந்தது, அதற்கு கூடுதல் உப்பு தேவைப்பட்டது.",सूप काफी फीका था और उसमें और नमक की जरूरत थी।,"Tasteless, Insipid",இதமான / சுவையற்ற
653,Day 143,Blasphemy,Noun,Advanced,தெய்வ நிந்தனை,ईश-निंदा,He was accused of blasphemy for his remarks about the temple.,கோவில் பற்றிய அவரது கருத்துக்களுக்காக அவர் தெய்வ நிந்தனை குற்றம் சாட்டப்பட்டார்.,मंदिर के बारे में उनकी टिप्पणियों के लिए उन पर ईश-निंदा का आरोप लगाया गया था।,"Profanity, Sacrilege",இறைப்பழிப்பு
651,Day 144,Blatant,Adjective,Advanced,அப்பட்டமான,खुल्लम-खुल्ला,It was a blatant lie that everyone could see through.,அது அனைவரும் எளிதில் கண்டறியக்கூடிய ஒரு அப்பட்டமான பொய்.,यह एक खुल्लम-खुल्ला झूठ था जिसे हर कोई समझ सकता था।,"Obvious, Glaring",வெளிப்படையான
652,Day 144,Blemish,Noun,Advanced,தழும்பு / குறைபாடு,धब्बा / दोष,A tiny blemish on the fruit made it unsellable.,பழத்தில் இருந்த ஒரு சிறிய தழும்பு அதனை விற்க முடியாததாக ஆக்கியது.,फल पर एक छोटे से धब्बे ने उसे बेचने लायक नहीं छोड़ा।,"Flaw, Stain",களங்கம் / மறு
653,Day 144,Bluster,Verb,Advanced,அதட்டல் / வீண் பேச்சு,धमकी देना / शोर मचाना,He tried to bluster his way through the interview.,அவர் நேர்காணலில் அதட்டலான பேச்சின் மூலம் சமாளிக்க முயன்றார்.,उसने साक्षात्कार में अपनी धौंस जमाकर निकलने की कोशिश की।,"Rant, Swagger",பெருமை பேசுதல்
651,Day 144,Bogus,Adjective,Advanced,போலியான,जाली / नकली,The police found several bogus currency notes.,போலீசார் பல போலியான ரூபாய் நோட்டுகளைக் கண்டெடுத்தனர்.,पुलिस को कई जाली नोट मिले।,"Fake, Counterfeit",கள்ளத்தனமான
652,Day 144,Boisterous,Adjective,Advanced,ஆரவாரமான,कोलाहलपूर्ण,The children were very boisterous at the birthday party.,பிறந்தநாள் விழாவில் குழந்தைகள் மிகுந்த ஆரவாரத்துடன் இருந்தனர்.,जन्मदिन की पार्टी में बच्चे बहुत कोलाहलपूर्ण (उधमी) थे।,"Rowdy, Energetic",கட்டுக்கடங்காத
653,Day 145,Bolster,Verb,Advanced,வலுப்படுத்து,सहारा देना,He used statistics to bolster his argument.,அவர் தனது வாதத்தை வலுப்படுத்த புள்ளிவிவரங்களைப் பயன்படுத்தினார்.,उन्होंने अपने तर्क को सहारा देने के लिए आंकड़ों का इस्तेमाल किया।,"Support, Reinforce",தாங்குதல் / உயர்த்து
651,Day 145,Bootless,Adjective,Advanced,பயனற்ற,निरर्थक,It was a bootless effort to convince him to stay.,அவரைத் தங்க வைப்பதற்கு எடுத்த முயற்சி பயனற்றதாக அமைந்தது.,उसे रुकने के लिए मनाने का प्रयास निरर्थक था।,"Useless, Fruitless",லாபமற்ற
652,Day 145,Boundless,Adjective,Advanced,எல்லையற்ற,असीम,She has boundless energy and never seems to get tired.,"அவளிடம் எல்லையற்ற ஆற்றல் உள்ளது, அவள் ஒருபோதும் சோர்வடைவதில்லை.",उसमें असीम ऊर्जा है और वह कभी थकती नहीं है।,"Infinite, Endless",அளவற்ற
653,Day 145,Bountiful,Adjective,Advanced,தாராளமான / ஏராளமான,प्रचुर / भरपूर,The farmers were happy with the bountiful harvest.,ஏராளமான அறுவடையால் விவசாயிகள் மகிழ்ச்சியடைந்தனர்.,किसान भरपूर फसल से खुश थे।,"Plentiful, Abundant",வள்ளன்மை கொண்ட
651,Day 145,Braggart,Noun,Advanced,தற்பெருமை பேசுபவர்,शेखीबाज़,No one liked him because he was such a braggart.,அவர் தற்பெருமை பேசுபவர் என்பதால் அவரை யாருக்கும் பிடிக்கவில்லை.,कोई उसे पसंद नहीं करता था क्योंकि वह बहुत शेखीबाज़ था।,"Boaster, Show-off",தற்புகழ்ச்சி செய்பவர்
652,Day 146,Brandish,Verb,Advanced,வீசு / அசைத்துக் காட்டு,लहराना,The knight began to brandish his sword in the air.,வீரன் தனது வாளை காற்றில் வீசத் (அசைக்கத்) தொடங்கினான்.,शूरवीर ने हवा में अपनी तलवार लहराना शुरू कर दिया।,"Flourish, Wave",ஆட்டுதல் / காண்பித்தல்
653,Day 146,Bravado,Noun,Advanced,வீண் வீரம்,झूठा साहस,His display of bravado hid his true fear.,அவனது வீண் வீரம் அவனது உண்மையான பயத்தை மறைத்தது.,उसके झूठे साहस के प्रदर्शन ने उसके वास्तविक डर को छिपा लिया।,"Bluster, Swagger",போலி வீரம்
651,Day 146,Brazen,Adjective,Advanced,வெட்கமற்ற,बेशर्म,She told a brazen lie even though the truth was obvious.,உண்மை தெளிவாகத் தெரிந்தாலும் அவள் ஒரு வெட்கமற்ற பொய்யைக் கூறினாள்.,सच्चाई स्पष्ट होने के बावजूद उसने एक बेशर्म झूठ बोला।,"Bold, Shameless",துணிச்சலான (தவறான அர்த்தத்தில்)
652,Day 146,Breach,Noun,Advanced,மீறல்,उल्लंघन,The company was sued for a breach of contract.,ஒப்பந்த மீறலுக்காக நிறுவனம் மீது வழக்குத் தொடரப்பட்டது.,अनुबंध के उल्लंघन के लिए कंपनी पर मुकदमा चलाया गया था।,"Violation, Break",பிளவு / மீறுகை
653,Day 146,Buffoonery,Noun,Advanced,கோமாளித்தனம்,मसखरापन,The politician's buffoonery made him a laughingstock.,அரசியல்வாதியின் கோமாளித்தனம் அவரை ஒரு கேலிப்பொருளாக்கியது.,राजनेता के मसखरापन ने उन्हें हंसी का पात्र बना दिया।,"Foolishness, Silliness",விகடம்
651,Day 147,Bulwark,Noun,Advanced,பாதுகாப்பு அரண்,बचाव की दीवार,The army was seen as a bulwark of democracy.,ராணுவம் ஜனநாயகத்தின் பாதுகாப்பு அரணாகக் கருதப்பட்டது.,सेना को लोकतंत्र के बचाव की दीवार (गढ़) के रूप में देखा गया था।,"Fortress, Protection",காப்பரண்
652,Day 147,Burlesque,Noun,Advanced,கேலிச்சித்திரம் / நையாண்டி,प्रहसन,The play was a burlesque of the popular movie.,அந்த நாடகம் பிரபலமான திரைப்படத்தின் ஒரு நையாண்டியாக இருந்தது.,नाटक उस लोकप्रिय फिल्म का एक प्रहसन (मजाकिया नकल) था।,"Parody, Satire",நகைச்சுவைப் போலி
653,Day 147,Buttress,Verb,Advanced,ஆதரி / பலப்படுத்து,समर्थन देना,The new evidence will buttress our case in court.,புதிய சாட்சியங்கள் நீதிமன்றத்தில் எங்களது வழக்கை ஆதரிக்கும்.,नए सबूत अदालत में हमारे मामले को समर्थन देंगे।,"Support, Sustain",தாங்கு சுவர்
651,Day 147,Byzantine,Adjective,Advanced,மிகவும் சிக்கலான,अत्यंत जटिल,The bureaucracy in that country is quite byzantine.,அந்த நாட்டின் அதிகாரவர்க்கம் மிகவும் சிக்கலானது.,उस देश की नौकरशाही अत्यंत जटिल है।,"Complex, Intricate",சூழ்ச்சிமிக்க / சிக்கலான
652,Day 147,Cabal,Noun,Advanced,சதிக்குழு,षड्यंत्रकारी दल,A small cabal was formed to overthrow the leader.,தலைவரை வீழ்த்த ஒரு சிறிய சதிக்குழு உருவாக்கப்பட்டது.,नेता को उखाड़ फेंकने के लिए एक छोटा षड्यंत्रकारी दल बनाया गया था।,"Clique, Faction",இரகசியக் கும்பல்
653,Day 148,Cache,Noun,Advanced,மறைவிடச் சேமிப்பு,गुप्त भंडार,The rebels had a cache of weapons hidden in the cave.,குகையில் கிளர்ச்சியாளர்கள் ஆயுதங்களை மறைத்து வைத்திருந்தனர்.,विद्रोहियों के पास गुफा में छिपा हथियारों का एक गुप्त भंडार था।,"Hoard, Storage",பதுக்கி வைத்திருக்கும் இடம்
651,Day 148,Cadaverous,Adjective,Advanced,பிணம் போன்ற,शव जैसा,He looked cadaverous after weeks of illness.,பல வார கால நோய்க்குப் பிறகு அவர் பிணம் போலக் காணப்பட்டார்.,हफ्तों की बीमारी के बाद वह शव जैसा (पीला) दिखने लगा।,"Pale, Ghastly",செத்தவர் போன்ற
652,Day 148,Cadence,Noun,Advanced,லயம் / தாளம்,लय,I was mesmerized by the cadence of her voice.,அவளது குரலின் லயத்தில் நான் மயங்கிப் போனேன்.,मैं उसकी आवाज़ की लय से मंत्रमुग्ध हो गया था।,"Rhythm, Beat",ஓசை நயம்
653,Day 148,Camouflage,Noun,Advanced,மாறுவேடம் / மறைப்பு,छलावरण,The soldiers wore green suits for camouflage in the jungle.,காட்டில் மறைந்து கொள்ள வீரர்கள் பச்சை நிற ஆடைகளை அணிந்தனர்.,सैनिकों ने जंगल में छलावरण के लिए हरे रंग की वर्दी पहनी थी।,"Disguise, Mask",தற்காப்புத் தந்திரம்
651,Day 148,Canon,Noun,Advanced,சட்ட விதி / தர்மம்,धर्मनियम,The book is considered part of the literary canon.,இந்தப் புத்தகம் இலக்கிய விதிகளின் ஒரு பகுதியாகக் கருதப்படுகிறது.,इस पुस्तक को साहित्यिक धर्मनियम (मानक) का हिस्सा माना जाता है।,"Law, Rule",திருமுறை / பொது விதி
652,Day 149,Cant,Noun,Advanced,போலிப் பேச்சு,पाखंडी भाषा,I am tired of the political cant about change.,மாற்றம் பற்றிய அரசியல் போலிப் பேச்சுகளைக் கேட்டு நான் சோர்வடைந்துவிட்டேன்.,मैं बदलाव के बारे में राजनीतिक पाखंडी भाषा से थक गया हूँ।,"Hypocrisy, Slang",பகட்டுப் பேச்சு
653,Day 149,Canvas,Verb,Advanced,ஆதரவு திரட்டு,वोट माँगना,The volunteers went door-to-door to canvas for the candidate.,தன்னார்வலர்கள் வேட்பாளருக்காக ஆதரவு திரட்ட வீடு வீடாகச் சென்றனர்.,स्वयंसेवक उम्मीदवार के लिए वोट माँगने (प्रचार करने) घर-घर गए।,"Poll, Campaign",ஆழ்ந்து ஆராய் / பரப்புரை செய்
651,Day 149,Captious,Adjective,Advanced,குற்றம் கண்டுபிடிக்கும்,नुक्ताचीनी करने वाला,He is a captious critic who finds fault in everything.,அவர் எல்லாவற்றிலும் குற்றம் கண்டுபிடிக்கும் ஒரு விமர்சகர்.,वह एक नुक्ताचीनी करने वाला आलोचक है जो हर चीज में दोष ढूंढता है।,"Fault-finding, Critical",வீண் வாதம் செய்கிற
652,Day 149,Captivate,Verb,Advanced,கவர்ந்திழு,मंत्रमुग्ध करना,Her performance captivated the entire audience.,அவளது நடிப்பு முழுப் பார்வையாளர்களையும் கவர்ந்திழுத்தது.,उसके प्रदर्शन ने पूरे दर्शकों को मंत्रमुग्ध कर दिया।,"Enthrall, Fascinate",மயக்கு
653,Day 149,Caricature,Noun,Advanced,கேலிச்சித்திரம்,व्यंग्य-चित्र,The artist drew a caricature of the politician.,கலைஞர் அந்த அரசியல்வாதியின் கேலிச்சித்திரத்தை வரைந்தார்.,कलाकार ने राजनेता का एक व्यंग्य-चित्र बनाया।,"Satire, Cartoon",மிகைப்படுத்தப்பட்ட சித்தரிப்பு
651,Day 150,Carnage,Noun,Advanced,படுகொலை,नरसंहार,The battlefield was a scene of terrible carnage.,போர்க்களம் ஒரு பயங்கரமான படுகொலையின் காட்சியாக இருந்தது.,युद्ध का मैदान भयानक नरसंहार का दृश्य था।,"Slaughter, Massacre",பெரும் உயிர்ச்சேதம்
652,Day 150,Carp,Verb,Advanced,சிறு குறைகளைச் சொல்,छोटी बातों पर दोष निकालना,She is always carping about the weather.,அவள் எப்போதும் வானிலை பற்றிய சிறு குறைகளைச் சொல்லிக் கொண்டே இருக்கிறாள்.,वह हमेशा मौसम की छोटी बातों पर दोष निकालती रहती है।,"Grumble, Complain",தொணதொணவென்று பேசு
653,Day 150,Cartography,Noun,Advanced,வரைபடக் கலை,मानचित्रकारी,He studied cartography to learn how maps are made.,வரைபடங்கள் எவ்வாறு உருவாக்கப்படுகின்றன என்பதை அறிய அவர் வரைபடக் கலையைப் பயின்றார்.,उन्होंने मानचित्र बनाने का तरीका सीखने के लिए मानचित्रकारी का अध्ययन किया।,Mapmaking,நிலப்படவியல்
651,Day 150,Cascade,Noun,Advanced,அருவி / தொடர் நிகழ்வு,जलप्रपात,The water fell in a beautiful cascade down the mountain.,நீர் மலையிலிருந்து ஒரு அழகான அருவியாக விழுந்தது.,पहाड़ से पानी एक सुंदर जलप्रपात के रूप में गिरा।,"Waterfall, Torrent",சிறு நீர்வீழ்ச்சி
652,Day 150,Cataclysm,Noun,Advanced,பேரழிவு,प्रलय,The flood was a cataclysm that destroyed the village.,அந்த வெள்ளம் கிராமத்தையே அழித்த ஒரு பேரழிவாகும்.,बाढ़ एक प्रलय थी जिसने गाँव को तबाह कर दिया।,"Disaster, Catastrophe",திடீர் மாற்றம்
653,Day 151,Categorical,Adjective,Advanced,திட்டவட்டமான,स्पष्ट / निश्चित,The government issued a categorical denial of the rumors.,வதந்திகளுக்கு அரசாங்கம் திட்டவட்டமான மறுப்பை வெளியிட்டது.,सरकार ने अफवाहों का स्पष्ट खंडन जारी किया।,"Absolute, Explicit",அறுதியிட்டுச் சொல்லும்
651,Day 151,Catharsis,Noun,Advanced,உணர்ச்சி வடிகால்,रेचन (भाव शुद्धि),Writing poetry was a catharsis for her after the loss.,இழப்பிற்குப் பிறகு கவிதை எழுதுவது அவளுக்கு ஒரு உணர்ச்சி வடிகாலாக இருந்தது.,नुकसान के बाद कविता लिखना उसके लिए एक भाव शुद्धि (कैथार्सिस) था।,"Purging, Release",மனத்தூய்மை
652,Day 151,Catholic,Adjective,Advanced,பரந்த / உலகளாவிய,उदार / व्यापक,"He has a catholic taste in music, enjoying all genres.","அவருக்கு இசையில் ஒரு பரந்த சுவை உள்ளது, அவர் எல்லா வகைகளையும் ரசிப்பார்.","संगीत में उनकी व्यापक (उदार) रुचि है, वे सभी विधाओं का आनंद लेते हैं।","Universal, Diverse",பொதுவான / பரந்த மனப்பான்மை
653,Day 151,Caucus,Noun,Advanced,அரசியல் குழு கூட்டம்,दल की बैठक,The party held a caucus to select its nominee.,வேட்பாளரைத் தேர்ந்தெடுக்க கட்சி ஒரு குழுக் கூட்டத்தை நடத்தியது.,पार्टी ने अपने उम्मीदवार का चयन करने के लिए दल की बैठक की।,"Meeting, Assembly",கட்சித் தேர்தலுக்கு முந்தைய கூட்டம்
651,Day 151,Causality,Noun,Advanced,காரணகாரியம்,कार्यकारण संबंध,Scientists are studying the causality between pollution and health.,மாசுபடுவதற்கும் ஆரோக்கியத்திற்கும் இடையிலான காரணகாரிய உறவை விஞ்ஞானிகள் ஆய்வு செய்கின்றனர்.,वैज्ञानिक प्रदूषण और स्वास्थ्य के बीच कार्यकारण संबंध का अध्ययन कर रहे हैं।,"Reason, Connection",காரணத்தன்மை
652,Day 152,Caveat,Noun,Advanced,எச்சரிக்கை,चेतावनी,He gave his approval with one important caveat.,அவர் ஒரு முக்கியமான எச்சரிக்கையுடன் (நிபந்தனையுடன்) தனது ஒப்புதலை அளித்தார்.,उन्होंने एक महत्वपूर्ण चेतावनी (शर्त) के साथ अपनी स्वीकृति दी।,"Warning, Caution",முன்எச்சரிக்கை
653,Day 152,Cavil,Verb,Advanced,சிறு குறைகளைக் கூறி வாதிடு,व्यर्थ के दोष निकालना,It is petty to cavil about such small details.,இவ்வளவு சிறிய விவரங்களைப் பற்றிக் குறை கூறுவது அற்பத்தனமானது.,ऐसे छोटे विवरणों पर व्यर्थ के दोष निकालना तुच्छ है।,"Quibble, Carp",வீண் வாதம்
651,Day 152,Cede,Verb,Advanced,விட்டுக் கொடு,सौंप देना,The country was forced to cede territory after the war.,போருக்குப் பிறகு நாடு தனது பகுதியை விட்டுக் கொடுக்க வேண்டிய கட்டாயம் ஏற்பட்டது.,युद्ध के बाद देश को अपना क्षेत्र सौंपने के लिए मजबूर होना पड़ा।,"Surrender, Yield",உரிமை துறத்தல்
652,Day 152,Celebrity,Noun,Advanced,புகழ் / பிரபலம்,प्रसिद्धि / हस्ती,He achieved great celebrity after his first movie.,தனது முதல் படத்திற்குப் பிறகு அவர் பெரும் புகழை அடைந்தார்.,अपनी पहली फिल्म के बाद उन्होंने बड़ी प्रसिद्धि हासिल की।,"Fame, Renown",புகழ் பெற்றவர்
653,Day 152,Celestial,Adjective,Advanced,வானுலக / தெய்வீக,खगोलीय / स्वर्गीय,The stars are celestial bodies.,நட்சத்திரங்கள் வானுலகப் பொருட்கள்.,तारे खगोलीय पिंड हैं।,"Heavenly, Astral",வானம் சார்ந்த
651,Day 153,Celibate,Adjective,Advanced,பிரம்மச்சரியம் பூண்ட,अविवाहित,The priest took a vow to remain celibate.,பாதிரியார் பிரம்மச்சரியத்தைக் கடைப்பிடிப்பதாக உறுதி பூண்டார்.,पुजारी ने अविवाहित रहने की शपथ ली।,"Chaste, Unmarried",மணமாகாத
652,Day 153,Centrifugal,Adjective,Advanced,மையவிலக்கு,अपकेंद्र,Centrifugal force pulls objects away from the center.,மையவிலக்கு விசை பொருட்களை மையத்திலிருந்து வெளியே தள்ளுகிறது.,अपकेंद्र बल वस्तुओं को केंद्र से दूर खींचता है।,Outward-moving,மய்யம் விட்டு விலகுகிற
653,Day 153,Centripetal,Adjective,Advanced,மையநோக்கு,अभिकेंद्र,Centripetal force keeps the planet in orbit.,மையநோக்கு விசை கோள்களை அதன் சுற்றுப்பாதையில் வைத்திருக்கிறது.,अभिकेंद्र बल ग्रह को कक्षा में रखता है।,Inward-moving,மய்யம் நோக்கி நகருகிற
651,Day 153,Cerebral,Adjective,Advanced,மூளை சார்ந்த / அறிவுசார்,मस्तिष्क संबंधी,His approach to the problem was purely cerebral.,பிரச்சனையை அவர் அணுகிய விதம் முற்றிலும் அறிவுப்பூர்வமாக இருந்தது.,समस्या के प्रति उनका दृष्टिकोण विशुद्ध रूप से मस्तिष्क संबंधी (बौद्धिक) था।,"Intellectual, Mental",அறிவு சார்ந்த
652,Day 153,Ceremonious,Adjective,Advanced,முறையான / சடங்கு சார்ந்த,औपचारिक,They gave him a ceremonious welcome at the airport.,விமான நிலையத்தில் அவருக்கு முறையான (சடங்கு ரீதியான) வரவேற்பு அளிக்கப்பட்டது.,हवाई अड्डे पर उनका औपचारिक स्वागत किया गया।,"Formal, Stately",சடங்கு முறையான
653,Day 154,Certitude,Noun,Advanced,உறுதிப்பாடு,निश्चितता,He spoke with absolute certitude about the outcome.,அவர் முடிவு பற்றி முழுமையான உறுதிப்பாட்டுடன் பேசினார்.,उन्होंने परिणाम के बारे में पूर्ण निश्चितता के साथ बात की।,"Assurance, Confidence",ஐயமின்மை
651,Day 154,Cessation,Noun,Advanced,நிறுத்தம் / முடிவு,समाप्ति,The treaty led to a cessation of hostilities.,அந்த ஒப்பந்தம் பகையுணர்வு நிறுத்தத்திற்கு வழிவகுத்தது.,संधि से शत्रुता की समाप्ति हुई।,"Stopping, Termination",முடிவு
652,Day 154,Chafe,Verb,Advanced,உராய்ந்து காயப்படுத்து / எரிச்சலடை,रगड़ना / चिढ़ना,The tight collar began to chafe his neck.,இறுக்கமான காலர் அவரது கழுத்தில் உராய்ந்து காயப்படுத்தியது.,तंग कॉलर उसके गले में रगड़ पैदा करने लगा।,"Irritate, Abrade",தேய்த்தல்
653,Day 154,Chalice,Noun,Advanced,கிண்ணம் (சமயச் சடங்கிற்குரியது),प्याला,The priest poured wine into the golden chalice.,பாதிரியார் தங்கக் கிண்ணத்தில் மதுவை ஊற்றினார்.,पुजारी ने सोने के प्याले में शराब डाली।,"Cup, Goblet",திருக்கிண்ணம்
651,Day 154,Chameleon,Noun,Advanced,ஓணான் / சந்தர்ப்பவாதி,गिरगिट,He is a political chameleon who changes sides often.,அவர் அடிக்கடி பக்கம் மாறும் ஒரு அரசியல் சந்தர்ப்பவாதி.,वह एक राजनीतिक गिरगिट है जो अक्सर पक्ष बदलता है।,"Opportunist, Changeable",நிறம் மாறும் ஓணான்
652,Day 155,Champion,Verb,Advanced,ஆதரி / பரிந்து பேசு,समर्थन करना,She has always championed the cause of the poor.,அவர் எப்போதும் ஏழைகளுக்காகப் பரிந்து பேசி வந்துள்ளார்.,उन्होंने हमेशा गरीबों के हितों का समर्थन किया है।,"Support, Advocate",வெற்றிக்காகப் போராடு
653,Day 155,Channel,Verb,Advanced,நெறிப்படுத்து,दिशा देना,You should channel your energy into your studies.,உங்கள் ஆற்றலை உங்கள் படிப்பில் நெறிப்படுத்த வேண்டும்.,आपको अपनी ऊर्जा को अपनी पढ़ाई की दिशा में लगाना चाहिए।,"Direct, Guide",திசைப்படுத்து
651,Day 155,Chaos,Noun,Advanced,குழப்பம்,अराजकता / उथल-पुथल,The city was in a state of chaos after the earthquake.,நிலநடுக்கத்திற்குப் பிறகு நகரம் பெரும் குழப்ப நிலையில் இருந்தது.,भूकंप के बाद शहर अराजकता की स्थिति में था।,"Confusion, Disorder",ஒழுங்கின்மை
652,Day 155,Charisma,Noun,Advanced,கவர்ச்சி / வசீகரம்,आकर्षण / प्रतिभा,The leader's charisma attracted many followers.,தலைவரின் வசீகரம் பல ஆதரவாளர்களை ஈர்த்தது.,नेता के आकर्षण (प्रतिभा) ने कई अनुयायियों को आकर्षित किया।,"Charm, Appeal",தெய்விகக் களை
653,Day 155,Chasm,Noun,Advanced,பெரும் பள்ளம் / இடைவெளி,गहरी खाई,There is a wide chasm between the rich and the poor.,பணக்காரர்களுக்கும் ஏழைகளுக்கும் இடையே ஒரு பெரிய இடைவெளி உள்ளது.,अमीर और गरीब के बीच एक गहरी खाई (अतंर) है।,"Gap, Abyss",பிளவு
651,Day 156,Chassis,Noun,Advanced,வாகனச் சட்டகம்,ढांचा,The mechanics were working on the car's chassis.,மெக்கானிக்குகள் காரின் சட்டகத்தில் வேலை செய்து கொண்டிருந்தனர்.,मैकेनिक कार के ढांचे (चेसिस) पर काम कर रहे थे।,"Frame, Structure",வண்டிச் சட்டம்
652,Day 156,Chastise,Verb,Advanced,தண்டி / கடுமையாகக் கண்டி,दंड देना,He was chastised for his careless mistakes.,அவரது கவனக்குறைவான தவறுகளுக்காக அவர் கண்டிக்கப்பட்டார்.,उनकी लापरवाही भरी गलतियों के लिए उन्हें दंडित किया गया।,"Punish, Scold",ஒழுங்குபடுத்து
