Day,Level,English,Tamil,Hindi
Day 149,Advanced,We must evaluate the socio-economic implications of automated manufacturing.,தானியங்கி உற்பத்தியின் சமூக-பொருளாதார விளைவுகளை நாம் மதிப்பீடு செய்ய வேண்டும். (Thaaniyaangi urppatthiyinn samooga-poruladhara vilaivugalaia naam madhippidu seiyya vendum.),हमें स्वचालित विनिर्माण के सामाजिक-आर्थिक निहितार्थों का मूल्यांकन करना चाहिए। (Humein swachalit vinirman ke samajik-aarthik nihitarthon ka mulyankan karna chahiye.)
Day 149,Advanced,The digital divide remains a significant barrier to education in remote areas.,தொலைதூரப் பகுதிகளில் கல்விக்கு டிஜிட்டல் இடைவெளி ஒரு குறிப்பிடத்தக்க தடையாக உள்ளது. (Tholaidhoorap pagudhigallil kalvikku digital idaivelli oru kurippidathakka thadaaiyaaga ulladhu.),डिजिटल विभाजन दूरदराज के क्षेत्रों में शिक्षा के लिए एक महत्वपूर्ण बाधा बना हुआ है। (Digital vibhajan door-daraj के क्षेत्रों में शिक्षा के लिए एक महत्वपूर्ण बाधा बना हुआ है।)
Day 150,Advanced,We must implement a multi-faceted strategy to protect national interests online.,ஆன்லைனில் தேசிய நலன்களைப் பாதுகாக்க நாம் ஒரு பன்முக உத்தியைச் செயல்படுத்த வேண்டும். (On-line-il dhesiya nalangalaip paadhukaakka naam oru panmuga utthiyaia seyalpaduttha vendum.),हमें ऑनलाइन राष्ट्रीय हितों की रक्षा के लिए एक बहुआयामी रणनीति लागू करनी चाहिए। (Humein online rashtriya hiton ki raksha ke liye ek bahu-aayami rannaiti lagu karni chahiye.)
Day 150,Advanced,The concept of intergenerational equity is central to sustainable development.,தலைமுறைக்கு இடையிலான சமத்துவம் என்ற கருத்து நிலையான வளர்ச்சியின் மையமாக உள்ளது. (Thalaimuraikku idaiyeillaana samatthuvam endra karutthu nilaiyaana valarchiyinn maiyamaaga ulladhu.),अंतर-पीढ़ीगत समानता की अवधारणा सतत विकास के केंद्र में है। (Antar-peedhigat samanata ki avdharnna satat vikas ke kendra mein hai.)
Day 150,Advanced,We must scrutinize the overarching legal system for any systemic loopholes.,முறையான ஓட்டைகள் ஏதேனும் உள்ளதா என்பதை அறிய ஒட்டுமொத்த சட்ட அமைப்பை ஆராய வேண்டும். (Muraiyaana ottaigall edhenum ulladhaa enbadhaia ariya ottumottha satta amaippaia aaraaya vendum.),हमें किसी भी प्रणालीगत खामियों के लिए व्यापक कानूनी प्रणाली की जांच करनी चाहिए। (Humein kisi bhi pranaligat khamiyon ke liye vyapak kanooni prannali ki jaanch karni chahiye.)
Day 150,Advanced,The preservation of cultural diversity is essential for global social harmony.,உலகளாவிய சமூக நல்லிணக்கத்திற்கு கலாச்சாரப் பன்முகத்தன்மையைப் பாதுகாப்பது அவசியம். (Ulagalaaviya samooga nallinnakam-thirkku kalaachaarap panmugatthannmaiyaia paadhukaappadhu avasiyam.),वैश्विक सामाजिक सद्भाव के लिए सांस्कृतिक विविधता का संरक्षण आवश्यक है। (Vaishvik samajik sadbhav ke liye sanskritik vividhta ka sanrakshan aavashyak hai.)
Day 150,Advanced,We must ensure the transparency of decision-making in corporate governance.,கார்ப்பரேட் நிர்வாகத்தில் முடிவெடுப்பதன் வெளிப்படைத்தன்மையை நாம் உறுதி செய்ய வேண்டும். (Corporate nirvahatthil mudiveduppadhin velippadaitthanmaiyaia naam urudhi seiyya vendum.),हमें कॉर्पोरेट प्रशासन में निर्णय लेने की पारदर्शिता सुनिश्चित करनी चाहिए। (हमें कॉर्पोरेट प्रशासन में निर्णय लेने की पारदर्शिता सुनिश्चित करनी चाहिए।)
Day 151,Advanced,The convergence of nanotechnology and medicine is opening new frontiers.,நானோ தொழில்நுட்பம் மற்றும் மருத்துவம் ஆகியவற்றின் சங்கமம் புதிய எல்லைகளைத் திறக்கிறது. (Nanotechnology mattrum maruthuvam aagiyavatrrin sangamam pudhiya ellaigallait thirakkiradhu.),नैनो टेक्नोलॉजी और चिकित्सा का मिलन नए आयाम खोल रहा है। (Nanotechnology aur chikitsa ka milan naye aayam khol raha hai.)
Day 151,Advanced,We must evaluate the socio-economic repercussions of the current energy crisis.,தற்போதைய எரிசக்தி நெருக்கடியின் சமூக-பொருளாதார விளைவுகளை நாம் மதிப்பீடு செய்ய வேண்டும். (Tharpodhaiya erisakthi nerukkadiyinn samooga-poruladhara vilaivugalaia naam madhippidu seiyya vendum.),हमें वर्तमान ऊर्जा संकट के सामाजिक-आर्थिक परिणामों का मूल्यांकन करना चाहिए। (Humein vartaman oorja sankat ke samajik-aarthik parinamon ka mulyankan karna chahiye.)
Day 151,Advanced,The digital divide perpetuates existing educational inequalities in developing countries.,வளரும் நாடுகளில் டிஜிட்டல் இடைவெளி நிலவும் கல்வி சமமின்மைகளைத் தொடரச் செய்கிறது. (Valarum naadugallil digital idaivelli nilavum kalvi samaminmaigallait thodarach seigiradhu.),डिजिटल विभाजन विकासशील देशों में मौजूदा शैक्षिक असमानताओं को बनाए रखता है। (Digital vibhajan vikas-sheel deshon mein maujooda shaikshik asamanataon ko banaye rakhta hai.)
Day 151,Advanced,We must implement a multi-faceted approach to address the climate emergency.,காலநிலை அவசரநிலையை எதிர்கொள்ள நாம் ஒரு பன்முக அணுகுமுறையைச் செயல்படுத்த வேண்டும். (Kaalanilai avasaranilaiyai edhirkolla naam oru panmuga anugumuraiyaia seyalpaduttha vendum.),हमें जलवायु आपातकाल से निपटने के लिए बहुआयामी दृष्टिकोण लागू करना चाहिए। (Humein jalvayu aapatkal se nipatne ke liye bahu-aayami drishtikon lagu karna chahiye.)
Day 151,Advanced,The concept of social justice is central to current political discourse.,சமூக நீதி என்ற கருத்து தற்போதைய அரசியல் விவாதத்தின் மையமாக உள்ளது. (Samooga needhi endra karutthu tharpodhaiya arasiyal vivaadhathinn maiyamaaga ulladhu.),सामाजिक न्याय की अवधारणा वर्तमान राजनीतिक चर्चा के केंद्र में है। (Samajik nyay ki avdharnna vartaman rajneetik charcha ke kendra mein hai.)
Day 152,Advanced,We must scrutinize the overarching policy framework for any structural biases.,முறையான சார்புகள் ஏதேனும் உள்ளதா என்பதை அறிய ஒட்டுமொத்த கொள்கை கட்டமைப்பை ஆராய வேண்டும். (Muraiyaana saarbugall edhenum ulladhaa enbadhaia ariya ottumottha kolgai kattamaippaia aaraaya vendum.),हमें किसी भी संरचनात्मक पूर्वाग्रहों के लिए व्यापक नीति ढांचे की जांच करनी चाहिए। (Humein kisi bhi sanrachnatmak poorvagraho ke liye vyapak neeti dhaanche ki jaanch karni chahiye.)
Day 152,Advanced,The preservation of local languages is crucial for global cultural biodiversity.,உலகளாவிய கலாச்சார பல்லுயிர்த்தன்மைக்கு உள்ளூர் மொழிகளைப் பாதுகாப்பது முக்கியமானது. (Ulagalaaviya kalaachaara palluyirthannmaikku ulloor mozhigalaip paadhukaappadhu mukkiyamaanadhu.),वैश्विक सांस्कृतिक जैव-विविधता के लिए स्थानीय भाषाओं का संरक्षण महत्वपूर्ण है। (Vaishvik sanskritik jaiv-vividhta ke liye sthaniye bhashaon ka sanrakshan mahatvapoorn hai.)
Day 152,Advanced,We must ensure the transparency of research data in the scientific community.,அறிவியல் சமூகத்தில் ஆராய்ச்சி தரவுகளின் வெளிப்படைத்தன்மையை நாம் உறுதி செய்ய வேண்டும். (Ariviyal samoogatthil aaraichi tharavugallinn velippadaitthanmaiyaia naam urudhi seiyya vendum.),हमें वैज्ञानिक समुदाय में शोध डेटा की पारदर्शिता सुनिश्चित करनी चाहिए। (Humein vaigyanik samuday mein shodh data ki pardarshita sunishchit karni chahiye.)
Day 152,Advanced,The convergence of environmental and economic goals is a major challenge.,சுற்றுச்சூழல் மற்றும் பொருளாதார இலக்குகளின் சங்கமம் ஒரு பெரிய சவாலாகும். (Sutruchchoozhal mattrum poruladhara ilakkugallinn sangamam oru periya savaalaagum.),पर्यावरणीय और आर्थिक लक्ष्यों का मिलन एक बड़ी चुनौती है। (Paryavaraniya aur aarthik lakshyon ka milan ek badi chunauti hai.)
Day 152,Advanced,We must evaluate the socio-economic impacts of the global migration crisis.,உலகளாவிய குடியேற்ற நெருக்கடியின் சமூக-பொருளாதாரத் தாக்கங்களை நாம் மதிப்பீடு செய்ய வேண்டும். (Ulagalaaviya kudiyettra nerukkadiyinn samooga-poruladhara-th thaakkangalaia naam madhippidu seiyya vendum.),हमें वैश्विक प्रवासन संकट के सामाजिक-आर्थिक प्रभावों का मूल्यांकन करना चाहिए। (Humein vaishvik pravasan sankat ke samajik-aarthik prabhavon ka mulyankan karna chahiye.)
Day 153,Advanced,The digital divide remains a significant barrier to development in low-income regions.,குறைந்த வருமானம் உள்ள பகுதிகளில் வளர்ச்சிக்கு டிஜிட்டல் இடைவெளி ஒரு பெரிய தடையாகும். (Kuraindha varumaanam ulla pagudhigallil valarchikku digital idaivelli oru periya thadaaiyaagum.),डिजिटल विभाजन कम आय वाले क्षेत्रों में विकास के लिए एक महत्वपूर्ण बाधा बना हुआ है। (Digital vibhajan kam aay wale kshetron mein vikas ke liye ek mahatvapoorn badha bana hua hai.)
Day 153,Advanced,We must implement a multi-faceted strategy to protect privacy in the digital age.,டிஜிட்டல் யுகத்தில் தனியுரிமையைப் பாதுகாக்க நாம் ஒரு பன்முக உத்தியைச் செயல்படுத்த வேண்டும். (Digital yugathil thaniyurimaiyaia paadhukaakka naam oru panmuga utthiyaia seyalpaduttha vendum.),हमें डिजिटल युग में गोपनीयता की रक्षा के लिए एक बहुआयामी रणनीति लागू करनी चाहिए। (Humein digital yug mein gopniyata ki raksha ke liye ek bahu-aayami rannaiti lagu karni chahiye.)
Day 153,Advanced,The concept of circular economy is central to sustainable manufacturing.,வட்டப் பொருளாதாரம் என்ற கருத்து நிலையான உற்பத்தியின் மையமாக உள்ளது. (Vatta poruladhara-m endra karutthu nilaiyaana urppatthiyinn maiyamaaga ulladhu.),चक्रीय अर्थव्यवस्था की अवधारणा सतत विनिर्माण के केंद्र में है। (Chakriya arthavyavastha ki avdharnna satat vinirman ke kendra mein hai.)
Day 153,Advanced,The intrinsic value of biodiversity extends far beyond its immediate utility to humans.,பல்லுயிர் பெருக்கத்தின் இயல்பான மதிப்பு மனிதர்களுக்கு அதன் உடனடிப் பயன்பாட்டிற்கு அப்பாற்பட்டது. (Palluyir perukkaththin iyalbaana madhippu manidhargalukku adhan udanadip payanpaattirkku appaarppattadhu.),जैव विविधता का अंतर्निहित मूल्य मनुष्यों के लिए इसकी तत्काल उपयोगिता से कहीं अधिक है। (Jaiv vividhta ka antarnihit mulya manushyon ke liye iski tatkaal upyogita se kahin adhik hai.)
Day 153,Advanced,Arbitrary decision-making in the public sector undermines the foundation of social justice.,பொதுத்துறையில் தன்னிச்சையாக முடிவெடுப்பது சமூக நீதியின் அடித்தளத்தைச் சிதைக்கிறது. (Podhutthuraiyil thannichaiyaaga mudiveduppadhu samooga needhiyin aditthallathaich sidhaikkiradhu.),सार्वजनिक क्षेत्र में मनमाने ढंग से निर्णय लेना सामाजिक न्याय की नींव को कमजोर करता है। (Sarvajanik kshetra mein manmaane dhang se nirnay lena samajik nyay ki neenv ko kamzor karta hai.)
Day 154,Advanced,We must decipher the complex interplay between genetic predisposition and environmental factors.,மரபணு முன்கணிப்பு மற்றும் சுற்றுச்சூழல் காரணிகளுக்கு இடையிலான சிக்கலான தொடர்பை நாம் கண்டறிய வேண்டும். (Marabanu munkanippu mattrum sutruchchoozhal kaaranigalukku idaiyilaana sikkalaana thodarbaik naam kandariya vendum.),हमें आनुवंशिक प्रवृत्ति और पर्यावरणीय कारकों के बीच जटिल परस्पर क्रिया को समझना चाहिए। (Humein aanuvanshik pravritti aur paryavaraniya kaarkon ke beech jatil paraspar kriya ko samajhna chahiye.)
Day 154,Advanced,The fiscal measures were designed to alleviate poverty without inducing market distortions.,சந்தைச் சீர்குலைவுகளைத் தூண்டாமல் வறுமையைக் குறைக்கும் வகையில் நிதி நடவடிக்கைகள் வடிவமைக்கப்பட்டுள்ளன. (Sandhaich seirkulaivaigalaith thoondaamal varumaiyaik kuraippum vakaiyil nidhi nadavadikkaigal vadivamaikkappadullana.),राजकोषीय उपायों को बाजार की विकृतियों को पैदा किए बिना गरीबी को कम करने के लिए डिज़ाइन किया गया था। (Rajkoshiye upayon ko bazaar ki vikritiyon ko paida kiye bina gareebi ko kam karne ke liye design kiya gaya tha.)
Day 154,Advanced,Hegemonic stability theory suggests that a single dominant state can ensure global order.,ஒரு ஆதிக்க நாடு உலகளாவிய ஒழுங்கை உறுதிப்படுத்த முடியும் என்று 'மேலாதிக்க ஸ்திரத்தன்மை கோட்பாடு' கூறுகிறது. (Oru aadhikka naadu ulagalaaviya ozhungai urudhippaduttha mudiyum endru 'melaadhikka sthiratthannmai kotpaadu' koorugiradhu.),हेजेमोनिक स्थिरता सिद्धांत' बताता है कि एक अकेला प्रभुत्वशाली राज्य वैश्विक व्यवस्था सुनिश्चित कर सकता है। (Hegemonic sthirta siddhant batata hai ki ek akela prabhutvashali rajya vaishvik vyavastha sunishchit kar sakta hai.)
Day 154,Advanced,The judiciary serves as a check against the overreach of executive powers.,நிர்வாக அதிகாரங்களின் அத்துமீறலுக்கு எதிராக நீதித்துறை ஒரு தடையாகச் செயல்படுகிறது. (Nirvaha adhikaarangalin atthumeeralukku edhiraaga needhithurai oru thadaaiyaagas seyalpattadhu.),न्यायपालिका कार्यकारी शक्तियों के अतिरेक के खिलाफ एक नियंत्रण के रूप में कार्य करती है। (Nyaypalika karyakari shaktiyon ke atirek ke khilaf ek niyantran ke roop mein karya karti hai.)
Day 154,Advanced,Epistemological relativism challenges the notion of objective and universal truth.,அறிவுசார் சார்புநிலை' என்பது புறநிலை மற்றும் உலகளாவிய உண்மை என்ற கருத்துக்கு சவால் விடுகிறது. (Arivusaar saarppunilai enbadhu puranilai mattrum ulagalaaviya unmai endra karuttukku savaal vidugiradhu.),ज्ञानमीमांसीय सापेक्षवाद वस्तुनिष्ठ और सार्वभौमिक सत्य की धारणा को चुनौती देता है। (Gyan-mimansiye sapekshvad vastunishth aur sarvabhaumik satya ki dharna ko chunauti deta hai.)
Day 155,Advanced,We must deconstruct the narrative to reveal the underlying socio-political biases.,மறைந்திருக்கும் சமூக-அரசியல் சார்புகளை வெளிப்படுத்த நாம் இந்த கருத்தை சிதைத்து ஆராய வேண்டும். (Maraindhirukkum samooga-arasiyal saarbugalai velippaduttha naam indha karuthai sidhaithu aaraaya vendum.),हमें अंतर्निहित सामाजिक-राजनीतिक पूर्वाग्रहों को प्रकट करने के लिए नैरेटिव का विखंडन करना चाहिए। (Humein antarnihit samajik-rajneetik poorvagraho ko prakat karne ke liye narrative ka vikhandan karni chahiye.)
Day 155,Advanced,Precarious employment in the gig economy exacerbates existing socioeconomic inequalities.,கிக் பொருளாதாரத்தில் நிச்சயமற்ற வேலைவாய்ப்பு என்பது ஏற்கனவே உள்ள சமூக-பொருளாதார ஏற்றத்தாழ்வுகளை அதிகரிக்கிறது. (Gig poruladharathil nichayattra velaivaaippu enbadhu erkkaneve ulla samooga-poruladhara ettratthaazhvugalaia adhigarikkindradhu.),गिग इकोनॉमी में अनिश्चित रोजगार मौजूदा सामाजिक-आर्थिक असमानताओं को बढ़ाता है। (Gig economy mein anishchit rozgar maujooda samajik-aarthik asamanataon ko badhata hai.)
Day 155,Advanced,The paradigm shift in medical research is moving toward personalized genomic medicine.,மருத்துவ ஆராய்ச்சியில் ஏற்பட்டுள்ள அடிப்படை மாற்றம் தனிப்பயனாக்கப்பட்ட மரபணு மருத்துவத்தை நோக்கி நகர்கிறது. (Maruthuva aaraichiyil erppattulla adippadai maattrum thanippayana-kkappatta marabanu maruthuvathai nokki nagargiradhu.),चिकित्सा अनुसंधान में वैचारिक बदलाव व्यक्तिगत जीनोमिक दवा की ओर बढ़ रहा है। (Chikitsa anusandhan mein vaicharik badlav vyaktigat genomic dawa ki ore badh raha hai.)
Day 155,Advanced,Urban gentrification often leads to the displacement of long-term lower-income residents.,நகர்ப்புற மேம்பாடு பெரும்பாலும் நீண்டகாலமாக வசிக்கும் குறைந்த வருமானம் கொண்ட குடியிருப்பாளர்களின் இடப்பெயர்வுக்கு வழிவகுக்கிறது. (Nagarppura mempadu palappodhum neendakaalam-aaga vasikkum kuraindha varumaanam konda kudiyiruppaallar-galin idappeiyarvukku vazhivagukkiradhu.),शहरी जेंट्रीफिकेशन अक्सर लंबे समय से रहने वाले कम आय वाले निवासियों के विस्थापन का कारण बनता है। (Shahri gentrification aksar lambe samay se rehne wale kam aay wale niwasiyon ke visthapan ka karan banta hai.)
Day 155,Advanced,We must facilitate the cross-pollination of ideas between academia and industry.,கல்வித்துறை மற்றும் தொழில்துறைக்கு இடையே கருத்துக்களின் பரிமாற்றத்தை நாம் எளிதாக்க வேண்டும். (Kalvithurai mattrum thozhilthuraikku idaiye karutthugalin parimaattrathai naam elidhaakka vendum.),हमें शिक्षाविदों और उद्योग के बीच विचारों के आदान-प्रदान (क्रॉस-पॉलिनेशन) की सुविधा प्रदान करनी चाहिए। (Humein shikshavidon aur udyog ke beech vicharon ke aadan-pradan ki suvidha pradan karni chahiye.)
Day 156,Advanced,"Paradoxical as it may seem, increased transparency can sometimes lead to reduced trust.","முரணாகத் தோன்றினாலும், அதிகரித்த வெளிப்படைத்தன்மை சில நேரங்களில் நம்பிக்கையைக் குறைக்க வழிவகுக்கும். (Muran-aagath thondrinaalum, adhigaritha velippadaitthanmai sila nerangalil nambikkaiyaik kuraikka vazhivagukkum.)","विरोधाभासी लग सकता है, लेकिन बढ़ी हुई पारदर्शिता कभी-कभी विश्वास में कमी का कारण बन सकती है। (Virodhabhasi lag sakta hai, lekin badhi hui pardarshita kabhi-kabhi vishwas mein kami ka karan ban sakti hai.)"
Day 156,Advanced,Subliminal messages in mass media can influence consumer behavior without conscious awareness.,ஊடகங்களில் வரும் ஆழ்மனச் செய்திகள் நனவான விழிப்புணர்வு இல்லாமல் நுகர்வோர் நடத்தையில் செல்வாக்கு செலுத்தலாம். (Oodagangalil varum aazhmana seidhigal nanavaana vizhippunarvu illaamal nugarvor nadatthaiyil selvaakku selutthalaam.),मास मीडिया में अवचेतन (सबलिमिनल) संदेश सचेत जागरूकता के बिना उपभोक्ता व्यवहार को प्रभावित कर सकते हैं। (Mass media mein avchetan sandesh sachet jagrookta ke bina upbhokta vyavhar ko prabhavit kar sakte hain.)
Day 156,Advanced,We must mitigate the risks associated with the proliferation of dual-use technologies.,இரட்டைப் பயன்பாட்டுத் தொழில்நுட்பங்களின் பெருக்கத்துடன் தொடர்புடைய அபாயங்களை நாம் குறைக்க வேண்டும். (Irattaip payanpaattuth thozhilnutpangalin perukkathudan thodarpana abaayangalai naam kuraikka vendum.),हमें दोहरे उपयोग वाली प्रौद्योगिकियों के प्रसार से जुड़े जोखिमों को कम करना चाहिए। (Humein dohre upyog wali prodyogikiyon ke prasar se jude jokhimon ko kam karna chahiye.)
Day 156,Advanced,Bureaucratic inertia often hinders the effective implementation of visionary public policies.,தொலைநோக்கு பொதுக் கொள்கைகளைச் செயல்படுத்துவதில் அதிகாரத்துவ மந்தநிலை பெரும்பாலும் தடையாக இருக்கிறது. (Tholainokku podhuk kolgaigalaich seyalpadutthuvadhil adhikaaratthuva mandhanilai palappodhum thadaaiyaaga irukkiradhu.),नौकरशाही की जड़ता अक्सर दूरदर्शी सार्वजनिक नीतियों के प्रभावी कार्यान्वयन में बाधा डालती है। (Naukarsahi ki jadata aksar dooradarshi sarvajanik neetiyon ke prabhavi karyanvayan mein badha dalti hai.)
Day 156,Advanced,Linguistic determinism suggests that the structure of a language limits human thought.,ஒரு மொழியின் அமைப்பு மனித சிந்தனையை கட்டுப்படுத்துகிறது என்று 'மொழி நிர்ணயவாதம்' கூறுகிறது. (Oru mozhiyin amaippu manidha chindhanaiyai kattuppadutthugiradhu endru 'mozhi nirnayavadham' koorugiradhu.),भाषाई नियतत्ववाद' बताता है कि भाषा की संरचना मानवीय विचार को सीमित करती है। (Bhashayi niyatatvavad batata hai ki bhasha ki sanrachna manaviye vichaar ko seemit karti hai.)
Day 157,Advanced,We must advocate for the universal adoption of stringent carbon-pricing mechanisms.,கடுமையான கார்பன் விலை நிர்ணய முறைகளை உலகளாவிய ரீதியில் ஏற்றுக்கொள்வதற்கு நாம் வாதிட வேண்டும். (Kadumaiyaana carbon vilai nirnay muraigalai ulagalaaviya reedhiyil etrukkolvadharkku naam vaadhida vendum.),हमें कड़े कार्बन-मूल्य निर्धारण तंत्र को सार्वभौमिक रूप से अपनाने की वकालत करनी चाहिए। (Humein kade carbon-mulya nirdharan tantra ko sarvabhaumik roop se apnane ki vakalat karni chahiye.)
Day 157,Advanced,Xylographic evidence provides a unique glimpse into ancient printing techniques.,மரக்கட்டை அச்சு முறை (xylography) சான்றுகள் பண்டைய அச்சு நுட்பங்கள் குறித்த தனித்துவமான பார்வையை வழங்குகின்றன. (Marakkattai achu murai saandrugal pandaiya achu nutpangal kuritha thanitthu-vamaana paarvaiyai vazhangugindrana.),ज़ाइलोग्राफिक (लकड़ी के ब्लॉक वाली छपाई) साक्ष्य प्राचीन छपाई तकनीकों की एक अनूठी झलक प्रदान करते हैं। (Xylographic saakshya pracheen chhapayi takneekon ki ek anoothee jhalak pradan karte hain.)
Day 157,Advanced,Zealotry in political discourse often stifles rational and evidence-based debate.,அரசியல் விவாதங்களில் தீவிரவாதம் பெரும்பாலும் பகுத்தறிவு மற்றும் சான்று அடிப்படையிலான விவாதத்தை முடக்குகிறது. (Arasiyal vivaadhangalil theeviravadham palappodhum pagutthariuvu mattrum saandru adippadaiyilaana vivaadhathai mudakkugiradhu.),राजनीतिक चर्चा में कट्टरता अक्सर तर्कसंगत और साक्ष्य-आधारित बहस को दबा देती है। (Rajneetik charcha mein kattarta aksar tark-sangat aur saakshya-adharit behas ko daba deti hai.)
Day 157,Advanced,Qualitative research methods allow for a deeper exploration of human lived experiences.,குணநலன் சார்ந்த ஆராய்ச்சி முறைகள் மனிதர்களின் வாழ்க்கை அனுபவங்களை ஆழமாக ஆராய அனுமதிக்கின்றன. (Gunanallan saarndha aaraichi muraigal manidhargalin vaazhkkai anubavangalait aazhamaaga aaraaya anumathikkindrana.),गुणात्मक शोध विधियां मानवीय जीवन के अनुभवों के गहन अन्वेषण की अनुमति देती हैं। (Gunatmak shodh vidhiyan manaviye jeevan ke anubhavon ke gahan anveshan ki anumati deti hain.)
Day 157,Advanced,We must scrutinize the ethical dimensions of geo-engineering as a climate solution.,காலநிலை தீர்வாக புவி-பொறியியலின் (geo-engineering) நெறிமுறை விளைவுகளை நாம் கூர்ந்து ஆராய வேண்டும். (Kaalanilai theervaaga puvi-poriyiyalin araneri vilaivugalaia naam koorndhu aaraaya vendum.),हमें जलवायु समाधान के रूप में भू-अभियांत्रिकी (जियो-इंजीनियरिंग) के नैतिक आयामों की जांच करनी चाहिए। (Humein jalvayu samadhan ke roop mein geo-engineering ke naitik aayamon ki jaanch karni chahiye.)
Day 158,Advanced,Maintaining institutional legitimacy is crucial during periods of social upheaval.,சமூக எழுச்சிக் காலங்களில் நிறுவன ரீதியான சட்டபூர்வமான தன்மையைப் பேணுவது முக்கியமானது. (Samooga ezhucchik kaalangalil niruvana reedhiyaana sattappoorvamaana thanmaiyaip penuvadhu mukkiyamaanadhu.),सामाजिक उथल-पुथल की अवधि के दौरान संस्थागत वैधता बनाए रखना महत्वपूर्ण है। (Samajik uthal-puthal ki avadhi ke dauran sansthagat vaidhta banaye rakhna mahatvapoorn hai.)
Day 158,Advanced,The synthesis of digital surveillance and social credit systems raises serious human rights concerns.,டிஜிட்டல் கண்காணிப்பு மற்றும் சமூகக் கடன் முறைகளின் ஒருங்கிணைப்பு கடுமையான மனித உரிமை கவலைகளை எழுப்புகிறது. (Digital kangaanippu mattrum samoogak kadan muraigallin orunginaippu kadumaiyaana manidha urimai kavalaiyalai ezhupugiradhu.),डिजिटल निगरानी और सोशल क्रेडिट सिस्टम का मिलन गंभीर मानवाधिकारों की चिंताएं पैदा करता है। (Digital nigrani aur social credit system ka milan gambheer manavadhikaron ki chintayein paida karta hai.)
Day 158,Advanced,We need to foster an environment where dissent is viewed as a catalyst for innovation.,கருத்து வேறுபாடு என்பது கண்டுபிடிப்புக்கான ஒரு ஊக்கியாகக் கருதப்படும் சூழலை நாம் வளர்க்க வேண்டும். (Karutthu veirupaadu enbadhu kandupidippukkaana oru ookkiyaagak karudhappadum choozhalaia naam valarkka vendum.),हमें एक ऐसा वातावरण बनाना होगा जहां असहमति को नवाचार के उत्प्रेरक के रूप में देखा जाए। (Humein ek aisa vatavaran banana hoga jahan asahmati ko navachar ke utprerak ke roop mein dekha jaye.)
Day 158,Advanced,Cultural hegemony often functions by making dominant ideologies seem like common sense.,மேலாதிக்க சித்தாந்தங்களை பொது அறிவு போலத் தோன்றச் செய்வதன் மூலம் கலாச்சார மேலாதிக்கம் செயல்படுகிறது. (Melaadhikka sitthaandhangalaia podhu arivu polath thondrach seivadhin moolam kalaachaara melaadhikkam seyalpadugiradhu.),सांस्कृतिक आधिपत्य (हेजेमनी) अक्सर प्रमुख विचारधाराओं को 'सामान्य ज्ञान' जैसा प्रतीत कराकर कार्य करता है। (Sanskritik adhipatya aksar pramukh vichardharaon ko 'samanya gyan' jaisa prateet karakar karya karta hai.)
Day 158,Advanced,The inherent fragility of global supply chains was exposed by the recent crisis.,உலகளாவிய விநியோகச் சங்கிலிகளின் இயல்பான பலவீனம் சமீபத்திய நெருக்கடியால் அம்பலமானது. (Ulagalaaviya viniyogach changiligalin iyalbaana palaveenam sameepatthiya nerukkadiyaal ambala-maanadhu.),वैश्विक आपूर्ति श्रृंखलाओं की अंतर्निहित कमजोरी हाल के संकट से उजागर हो गई थी। (Vaishvik aapoorti shrinkhlaon ki antarnihit kamzori haal ke sankat se ujagar ho gayi thi.)
Day 159,Advanced,We must mitigate the risks of unintended consequences in large-scale social engineering.,பெரிய அளவிலான சமூக மாற்றங்களில் எதிர்பாராத விளைவுகளின் அபாயங்களை நாம் குறைக்க வேண்டும். (Periya alavilaana samooga maattrangalil edhirpaaraadha vilaivugallin abaayangalaia naam kuraikka vendum.),हमें बड़े पैमाने पर सोशल इंजीनियरिंग में अनपेक्षित परिणामों के जोखिमों को कम करना चाहिए। (Humein bade paimane par social engineering mein anapekshita parinaamon ke jokhimon ko kam karna chahiye.)
Day 159,Advanced,Intersectional feminism acknowledges the compounding effects of multiple forms of discrimination.,பலதரப்பட்ட பாகுபாடுகளின் கூட்டு விளைவுகளை 'குறுக்குவெட்டு பெண்ணியம்' (intersectional feminism) அங்கீகரிக்கிறது. (Paladharappatta paagupaadugallin koottu vilaivugalaia intersectional feminism angeegarikkindradhu.),इंटरसेक्शनल फेमिनिज्म' भेदभाव के विभिन्न रूपों के मिश्रित प्रभावों को स्वीकार करता है। (Intersectional feminism bhedbhav ke vibhinn roopon ke mishrit prabhavon ko sweekar karta hai.)
Day 159,Advanced,The commodification of education risks devaluing the intrinsic worth of knowledge.,கல்வியைப் பண்டமாக்குவது அறிவின் இயல்பான மதிப்பை குறைக்கும் அபாயத்தைக் கொண்டுள்ளது. (Kalviyaip pandamaakkuvadhu arivin iyalbaana madhippaia kuraikkum abaayathaiia kondulladhu.),शिक्षा के वस्तुकरण (कमोडिफिकेशन) से ज्ञान के अंतर्निहित मूल्य के कम होने का खतरा है। (Shiksha ke vastukaran se gyan ke antarnihit mulya ke kam hone ka khatra hai.)
