English (V1/V2/V3),Day Number,Difficulty Level,Tamil (Infinitive/Past/Perfect),Hindi (Infinitive/Past/Perfect),English Examples,Tamil Examples,Hindi Examples
Invest / Invested / Invested,Day 154,Beginner,முதலீடு செய் / செய்தேன் / செய்துள்ளேன்,निवेश करना / निवेश किया / निवेश कर चुका,1. Invest money. // 2. He invested today. // 3. I have invested all.,1. பணத்தை முதலீடு செய். // 2. அவர் இன்று முதலீடு செய்தார். // 3. நான் அனைத்தையும் முதலீடு செய்தேன்.,1. पैसा निवेश करें। // 2. उसने आज निवेश किया। // 3. मैंने सब निवेश कर दिया है।
Dispose / Disposed / Disposed,Day 154,Beginner,அப்புறப்படுத்து / அப்புறப்படுத்தினேன் / அப்புறப்படுத்தியுள்ளேன்,निपटाना / निपटाया / निपटा चुका,1. Dispose of dirt. // 2. He disposed trash. // 3. I have disposed it.,1. அழுக்கை அப்புறப்படுத்து. // 2. அவர் குப்பையை அப்புறப்படுத்தினார். // 3. நான் அதை அப்புறப்படுத்தினேன்.,1. गंदगी का निपटान करें। // 2. उसने कचरा फेंक दिया। // 3. मैंने इसका निपटारा कर दिया है।
Involve / Involved / Involved,Day 154,Beginner,ஈடுபடுத்து / ஈடுபடுத்தினேன் / ஈடுபடுத்தியுள்ளேன்,शामिल करना / शामिल किया / शामिल कर चुका,1. Involve everyone. // 2. He involved me. // 3. I have been involved.,1. அனைவரையும் ஈடுபடுத்துங்கள். // 2. அவர் என்னை ஈடுபடுத்தினார். // 3. நான் ஈடுபடுத்தப்பட்டேன்.,1. सभी को शामिल करें। // 2. उसने मुझे शामिल किया। // 3. मैं शामिल रहा हूँ।
Distract / Distracted / Distracted,Day 154,Beginner,திசைதிருப்பு / திசைதிருப்பினேன் / திசைதிருப்பியுள்ளேன்,ध्यान भटकाना / भटकाया / भटका चुका,1. Don't distract me. // 2. It distracted him. // 3. I have been distracted.,1. என் கவனத்தைத் திருப்பாதே. // 2. அது அவர் கவனத்தைத் திசைதிருப்பியது. // 3. என் கவனம் சிதறியது.,1. मेरा ध्यान मत भटकाओ। // 2. इसने उसे विचलित किया। // 3. मेरा ध्यान भटक गया है।
Issue / Issued / Issued,Day 155,Beginner,வழங்கு / வழங்கினேன் / வழங்கியுள்ளேன்,जारी करना / जारी किया / जारी कर चुका,1. Issue an order. // 2. He issued a card. // 3. I have issued a bill.,1. உத்தரவு பிறப்பிக்கவும். // 2. அவர் ஒரு கார்டை வழங்கினார். // 3. நான் பில் வழங்கினேன்.,1. आदेश जारी करें। // 2. उसने कार्ड जारी किया। // 3. मैंने बिल जारी कर दिया है।
Dock / Docked / Docked,Day 155,Beginner,நிறுத்து (கப்பல்) / நிறுத்தினேன் / நிறுத்தியுள்ளேன்,(जहाज) लगाना / लगाया / लगा चुका,1. Dock the boat. // 2. It docked at six. // 3. I have docked the ship.,1. படகினை நிறுத்து (dock). // 2. அது ஆறு மணிக்கு வந்து நின்றது. // 3. நான் கப்பலை நிறுத்தினேன்.,1. नाव को गोदी में लाएं। // 2. यह छह बजे गोदी में लगा। // 3. मैंने जहाज खड़ा कर दिया है।
Jog / Jogged / Jogged,Day 155,Beginner,மெதுவோட்டம் ஓடு / ஓடினேன் / ஓடியுள்ளேன்,धीरे दौड़ना / दौड़ा / दौड़ चुका,1. I jog daily. // 2. He jogged today. // 3. I have jogged 5km.,1. நான் தினமும் மெதுவோட்டம் செய்கிறேன். // 2. அவர் இன்று மெதுவாக ஓடினார். // 3. நான் 5 கிமீ ஓடியுள்ளேன்.,1. मैं रोज जॉगिंग करता हूँ। // 2. उसने आज जॉगिंग की। // 3. मैंने 5 किमी जॉगिंग की है।
Double / Doubled / Doubled,Day 155,Beginner,இரட்டிப்பாக்கு / இரட்டிப்பாக்கினேன் / இரட்டிப்பாக்கியுள்ளேன்,दोगुना करना / दोगुना किया / दोगुना कर चुका,1. Double the profit. // 2. It doubled in size. // 3. I have doubled it.,1. லாபத்தை இரட்டிப்பாக்கு. // 2. அது அளவில் இரட்டிப்பானது. // 3. நான் அதை இரட்டிப்பாக்கினேன்.,1. लाभ दोगुना करें। // 2. यह आकार में दोगुना हो गया। // 3. मैंने इसे दोगुना कर दिया है।
Doubt / Doubted / Doubted,Day 155,Beginner,சந்தேகப்படு / சந்தேகப்பட்டேன் / சந்தேகப்பட்டுள்ளேன்,संदेह करना / संदेह किया / संदेह कर चुका,1. Don't doubt me. // 2. He doubted us. // 3. I have doubted him.,1. என்னைச் சந்தேகப்படாதே. // 2. அவர் எங்களைச் சந்தேகப்பட்டார். // 3. நான் அவரைச் சந்தேகப்பட்டேன்.,1. मुझ पर संदेह मत करो। // 2. उसने हम पर शक किया। // 3. मैंने उस पर संदेह किया है।
Draft / Drafted / Drafted,Day 156,Beginner,வரைவு செய் / செய்தேன் / செய்துள்ளேன்,मसौदा तैयार करना / किया / कर चुका,1. Draft a letter. // 2. He drafted a plan. // 3. I have drafted it.,1. கடிதம் வரைவு செய். // 2. அவர் ஒரு திட்டத்தை வரைந்தார். // 3. நான் வரைவு செய்துள்ளேன்.,1. पत्र का मसौदा तैयार करें। // 2. उसने योजना बनाई। // 3. मैंने मसौदा तैयार कर लिया है।
Judge / Judged / Judged,Day 156,Beginner,தீர்ப்பளி / தீர்ப்பளித்தேன் / தீர்ப்பளித்துள்ளேன்,न्याय करना / न्याय किया / न्याय कर चुका,1. Judge with care. // 2. He judged me. // 3. I have judged him.,1. கவனமாகத் தீர்மானியுங்கள். // 2. அவர் என்னை எடை போட்டார் (judged). // 3. நான் அவரைத் தீர்மானித்தேன்.,1. सावधानी से न्याय करें। // 2. उसने मुझे परखा। // 3. मैंने उसे आंका है।
Land / Landed / Landed,Day 156,Beginner,தரையிறங்கு / தரையிறங்கினேன் / தரையிறங்கியுள்ளேன்,उतरना (जमीन पर) / उतरा / उतर चुका,1. Planes land. // 2. It landed safe. // 3. I have landed today.,1. விமானங்கள் தரையிறங்கும். // 2. அது பாதுகாப்பாகத் தரையிறங்கியது. // 3. நான் இன்று தரை இறங்கினேன்.,1. विमान उतरते हैं। // 2. यह सुरक्षित उतरा। // 3. मैं आज उतरा हूँ।
Launch / Launched / Launched,Day 156,Beginner,தொடங்கு / தொடங்கினேன் / தொடங்கியுள்ளேன்,लॉन्च करना / लॉन्च किया / लॉन्च कर चुका,1. Launch the app. // 2. He launched a boat. // 3. We have launched.,1. செயலியைத் தொடங்கு (launch). // 2. அவர் படகைத் தண்ணீரில் இறக்கினார். // 3. நாங்கள் தொடங்கிவிட்டோம்.,1. ऐप लॉन्च करें। // 2. उसने नाव उतारी। // 3. हमने शुरुआत कर दी है।
Limit / Limited / Limited,Day 156,Beginner,வரம்பிடு / வரம்பிட்டேன் / வரம்பிட்டுள்ளேன்,सीमित करना / सीमित किया / सीमित कर चुका,1. Limit your speed. // 2. He limited his food. // 3. I have limited it.,1. உன் வேகத்தைக் கட்டுப்படுத்து. // 2. அவர் உணவைக் குறைத்துக் கொண்டார். // 3. நான் அதைக் கட்டுப்படுத்தினேன்.,1. अपनी गति सीमित करें। // 2. उसने अपना खाना कम कर दिया। // 3. मैंने इसे सीमित कर दिया है।
Locate / Located / Located,Day 157,Beginner,கண்டுபிடி / கண்டுபிடித்தேன் / கண்டுபிடித்துள்ளேன்,पता लगाना / पता लगाया / पता लगा चुका,1. Locate the shop. // 2. He located the key. // 3. I have located him.,1. கடையைக் கண்டறி. // 2. அவர் சாவியைக் கண்டுபிடித்தார். // 3. நான் அவரைக் கண்டுபிடித்துவிட்டேன்.,1. दुकान ढूंढें। // 2. उसने चाबी ढूंढ ली। // 3. मैंने उसे ढूंढ लिया है।
Link / Linked / Linked,Day 157,Beginner,இணை / இணைத்தேன் / இணைத்துள்ளேன்,जोड़ना / जोड़ा / जोड़ चुका,1. Link the accounts. // 2. He linked them. // 3. I have linked it.,1. கணக்குகளை இணைக்கவும். // 2. அவர் அவற்றை இணைத்தார். // 3. நான் அதை இணைத்துவிட்டேன்.,1. खातों को जोड़ें। // 2. उसने उन्हें जोड़ा। // 3. मैंने इसे जोड़ दिया है।
List / Listed / Listed,Day 157,Beginner,பட்டியலிடு / பட்டியலிட்டேன் / பட்டியலிட்டுள்ளேன்,सूची बनाना / सूची बनाई / सूची बना चुका,1. List the items. // 2. He listed my name. // 3. I have listed all.,1. பொருட்களைப் பட்டியலிடு. // 2. அவர் என் பெயரைப் பட்டியலில் சேர்த்தார். // 3. நான் அனைத்தையும் பட்டியலிட்டேன்.,1. वस्तुओं की सूची बनाएं। // 2. उसने मेरा नाम सूची में रखा। // 3. मैंने सब सूचीबद्ध कर दिया है।
Log / Logged / Logged,Day 157,Beginner,பதிவு செய் / செய்தேன் / செய்துள்ளேன்,दर्ज करना / दर्ज किया / दर्ज कर चुका,1. Log the details. // 2. He logged in. // 3. I have logged it.,1. விவரங்களைப் பதிவு செய். // 2. அவர் உள்ளே நுழைந்தார் (log in). // 3. நான் அதைப் பதிவு செய்தேன்.,1. विवरण दर्ज करें। // 2. उसने लॉग इन किया। // 3. मैंने इसे दर्ज कर लिया है।
Mail / Mailed / Mailed,Day 157,Beginner,தபாலில் அனுப்பு / அனுப்பினேன் / அனுப்பியுள்ளேன்,डाक भेजना / डाक भेजा / डाक भेज चुका,1. Mail the letter. // 2. He mailed it today. // 3. I have mailed him.,1. கடிதத்தை அனுப்பு (mail). // 2. அவர் அதை இன்று அனுப்பினார். // 3. நான் அவருக்கு மின்னஞ்சல் அனுப்பினேன்.,1. पत्र भेजें। // 2. उसने इसे आज भेजा। // 3. मैंने उसे मेल कर दिया है।
Maintain / Maintained / Maintained,Day 158,Beginner,பராமரி / பராமரித்தேன் / பராமரித்துள்ளேன்,बनाए रखना / बनाए रखा / बनाए रख चुका,1. Maintain peace. // 2. He maintained it. // 3. I have maintained.,1. அமைதியைப் பேணவும் (பராமரிக்கவும்). // 2. அவர் அதை அப்படியே வைத்திருந்தார். // 3. நான் பராமரித்து வருகிறேன்.,1. शांति बनाए रखें। // 2. उसने इसे बनाए रखा। // 3. मैंने रखरखाव किया है।
Mark / Marked / Marked,Day 158,Beginner,குறியிடு / குறியிட்டேன் / குறியிட்டுள்ளேன்,निशान लगाना / निशान लगाया / निशान लगा चुका,1. Mark the page. // 2. He marked it red. // 3. I have marked you.,1. பக்கத்தைக் குறிக்கவும். // 2. அவர் சிவப்பு நிறத்தில் குறித்தார். // 3. நான் உன்னைக் கவனித்தேன் (marked).,1. पेज पर निशान लगाएं। // 2. उसने इसे लाल रंग से चिह्नित किया। // 3. मैंने तुम्हें देख लिया है।
Master / Mastered / Mastered,Day 158,Beginner,தேர்ச்சி பெறு / பெற்றேன் / பெற்றுள்ளேன்,महारत हासिल करना / की / कर चुका,1. Master the skill. // 2. He mastered art. // 3. I have mastered it.,1. திறமையில் தேர்ச்சி பெறு. // 2. அவர் கலையில் தேர்ச்சி பெற்றார். // 3. நான் அதில் தேர்ச்சி பெற்றுள்ளேன்.,1. कौशल में महारत हासिल करें। // 2. उसने कला में महारत हासिल की। // 3. मैंने इसमें महारत हासिल कर ली है।
Mend / Mended / Mended,Day 158,Beginner,சரிசெய் / சரிசெய்தேன் / சரிசெய்துள்ளேன்,मरम्मत करना / मरम्मत की / मरम्मत कर चुका,1. Mend the shoes. // 2. He mended a net. // 3. I have mended it.,1. காலணிகளைச் சரிசெய் (தை). // 2. அவர் வலையைச் சரிசெய்தார். // 3. நான் அதைச் சரிசெய்துவிட்டேன்.,1. जूते ठीक करो। // 2. उसने जाल सुधारा। // 3. मैंने इसे ठीक कर दिया है।
Mention / Mentioned / Mentioned,Day 158,Beginner,குறிப்பிடு / குறிப்பிட்டேன் / குறிப்பிட்டுள்ளேன்,उल्लेख करना / उल्लेख किया / उल्लेख कर चुका,1. Mention your name. // 2. He mentioned it. // 3. I have mentioned.,1. உன் பெயரைக் குறிப்பிடு. // 2. அவர் அதைக் குறிப்பிட்டார். // 3. நான் குறிப்பிட்டுள்ளேன்.,1. अपना नाम बताएं। // 2. उसने इसका उल्लेख किया। // 3. मैंने उल्लेख कर दिया है।
Merge / Merged / Merged,Day 159,Beginner,ஒன்றிணை / ஒன்றிணைத்தேன் / ஒன்றிணைத்துள்ளேன்,मिलाना / मिलाया / मिला चुका,1. Merge the cells. // 2. They merged today. // 3. We have merged.,1. கட்டங்களை ஒன்றிணை (merge). // 2. அவர்கள் இன்று ஒன்றிணைந்தனர். // 3. நாங்கள் ஒன்றிணைந்துவிட்டோம்.,1. सेल मिला दें। // 2. वे आज मिल गए। // 3. हम एक हो गए हैं।
Mind / Minded / Minded,Day 159,Beginner,பொருட்படுத்து / பொருட்படுத்தினேன் / பொருட்படுத்தியுள்ளேன்,बुरा मानना / बुरा माना / बुरा मान चुका,1. Mind your head. // 2. He minded us. // 3. I have minded it.,1. உன் தலையைக் கவனி (பார்). // 2. அவர் எங்களைக் கவனித்துக் கொண்டார். // 3. நான் அதைக் கவனித்தேன்.,1. अपने सिर का ध्यान रखें। // 2. उसने हमारी बात मानी। // 3. मैंने ध्यान दिया है।
Misuse / Misused / Misused,Day 159,Beginner,தவறாகப் பயன்படுத்து / பயன்படுத்தினேன் / பயன்படுத்தியுள்ளேன்,दुरुपयोग करना / दुरुपयोग किया / दुरुपयोग कर चुका,1. Don't misuse it. // 2. He misused power. // 3. I have misused time.,1. அதைத் தவறாகப் பயன்படுத்தாதே. // 2. அவர் அதிகாரத்தைத் தவறாகப் பயன்படுத்தினார். // 3. நான் நேரத்தைத் தவறாகப் பயன்படுத்தினேன்.,1. इसका दुरुपयोग न करें। // 2. उसने शक्ति का दुरुपयोग किया। // 3. मैंने समय बर्बाद किया है।
Modify / Modified / Modified,Day 159,Beginner,மாற்றியமை / மாற்றியமைத்தேன் / மாற்றியமைத்துள்ளேன்,संशोधित करना / संशोधित किया / संशोधित कर चुका,1. Modify the file. // 2. He modified plans. // 3. I have modified it.,1. கோப்பை மாற்றியமை. // 2. அவர் திட்டங்களை மாற்றினார். // 3. நான் மாற்றியமைத்துள்ளேன்.,1. फाइल को संशोधित करें। // 2. उसने योजना बदली। // 3. मैंने इसे संशोधित कर दिया है।
Mount / Mounted / Mounted,Day 159,Beginner,பொருத்து / பொருத்தினேன் / பொருத்தியுள்ளேன்,चढ़ाना / चढ़ाया / चढ़ा चुका,1. Mount the horse. // 2. He mounted a wall. // 3. I have mounted it.,1. குதிரை மீது ஏறு. // 2. அவர் சுவரில் ஏறினார். // 3. நான் அதைப் பொருத்திக் கட்டினேன் (mount).,1. घोड़े पर चढ़ो। // 2. वह दीवार पर चढ़ा। // 3. मैंने इसे लगाया है।
Multiply / Multiplied / Multiplied,Day 160,Beginner,பெருக்கு / பெருக்கினேன் / பெருக்கியுள்ளேன்,गुणा करना / गुणा किया / गुणा कर चुका,1. Multiply by two. // 2. It multiplied fast. // 3. I have multiplied it.,1. இரண்டால் பெருக்கு. // 2. அது வேகமாகப் பெருகியது. // 3. நான் அதைப் பெருக்கினேன்.,1. दो से गुणा करें। // 2. यह तेजी से बढ़ा। // 3. मैंने इसे गुणा कर दिया है।
Murder / Murdered / Murdered,Day 160,Beginner,கொலை செய் / செய்தேன் / செய்துள்ளேன்,हत्या करना / हत्या की / हत्या कर चुका,1. Don't murder. // 2. He murdered him. // 3. I have been murdered.,1. கொலை செய்யாதே. // 2. அவர் அவரைக் கொலை செய்தார். // 3. நான் (யாரோ) கொலை செய்யப்பட்டேன்.,1. हत्या मत करो। // 2. उसने उसकी हत्या कर दी। // 3. हत्या हुई है।
Nail / Nailed / Nailed,Day 160,Beginner,ஆணியடி / ஆணியடித்தேன் / ஆணியடித்துள்ளேன்,कील ठोकना / कील ठोकी / कील ठोक चुका,1. Nail the board. // 2. He nailed it down. // 3. I have nailed it.,1. பலகையில் ஆணி அடி. // 2. அவர் ஆணி அடித்து உறுதி செய்தார். // 3. நான் அதைச் சரியாகச் செய்து முடித்தேன் (nailed it).,1. बोर्ड पर कील ठोको। // 2. उसने इसे कील से ठोक दिया। // 3. मैंने इसे पक्का कर दिया है।
Narrate / Narrated / Narrated,Day 160,Beginner,விவரி / விவரித்தேன் / விவரித்துள்ளேன்,वर्णन करना / वर्णन किया / वर्णन कर चुका,1. Narrate the story. // 2. He narrated it. // 3. I have narrated all.,1. கதையைக் கூறு (விவரி). // 2. அவர் அதை விவரித்தார். // 3. நான் அனைத்தையும் கூறிவிட்டேன்.,1. कहानी सुनाओ। // 2. उसने इसे सुनाया। // 3. मैंने सब सुना दिया है।
Neglect / Neglected / Neglected,Day 160,Beginner,அலட்சியம் செய் / செய்தேன் / செய்துள்ளேன்,उपेक्षा करना / उपेक्षा की / उपेक्षा कर चुका,1. Don't neglect duty. // 2. He neglected us. // 3. I have neglected it.,1. கடமையைப் புறக்கணிக்காதே. // 2. அவர் எங்களைப் புறக்கணித்தார். // 3. நான் அதைப் புறக்கணித்துவிட்டேன்.,1. कर्तव्य की उपेक्षा न करें। // 2. उसने हमें नजरअंदाज किया। // 3. मैंने इसकी अनदेखी की है।
Negotiate / Negotiated / Negotiated,Day 161,Beginner,பேரம்பேசு / பேரம்பேசினேன் / பேரம்பேசியுள்ளேன்,मोलभाव करना / मोलभाव किया / मोलभाव कर चुका,1. Negotiate price. // 2. They negotiated. // 3. I have negotiated.,1. விலையை பேரம் பேசுங்கள். // 2. அவர்கள் பேச்சுவார்த்தை நடத்தினர். // 3. நான் பேச்சுவார்த்தை நடத்தினேன்.,1. कीमत पर मोलभाव करें। // 2. उन्होंने बातचीत की। // 3. मैंने मोलभाव किया है।
Nominate / Nominated / Nominated,Day 161,Beginner,முன்மொழி / முன்மொழிந்தேன் / முன்மொழிந்துள்ளேன்,नामजद करना / नामजद किया / नामजद कर चुका,1. Nominate him. // 2. He nominated me. // 3. We have nominated.,1. அவரைப் பரிந்துரை (nominate) செய்யுங்கள். // 2. அவர் என்னைப் பரிந்துரைத்தார். // 3. நாங்கள் பரிந்துரைத்துள்ளோம்.,1. उसे नामांकित करें। // 2. उसने मुझे नामांकित किया। // 3. हमने नामांकन किया है।
Notify / Notified / Notified,Day 161,Beginner,தெரிவி / தெரிவித்தேன் / தெரிவித்துள்ளேன்,सूचित करना / सूचित किया / सूचित कर चुका,1. Notify the police. // 2. He notified us. // 3. I have notified him.,1. போலீசாருக்குத் தெரியப்படுத்து. // 2. அவர் எங்களுக்குத் தெரிவித்தார். // 3. நான் அவருக்குத் தெரிவித்தேன்.,1. पुलिस को सूचित करें। // 2. उसने हमें सूचित किया। // 3. मैंने उसे सूचित कर दिया है।
Number / Numbered / Numbered,Day 161,Beginner,எண்ணிடு / எண்ணிட்டேன் / எண்ணிட்டுள்ளேன்,संख्या डालना / संख्या डाली / संख्या डाल चुका,1. Number the pages. // 2. He numbered them. // 3. I have numbered all.,1. பக்கங்களுக்கு எண் போடு. // 2. அவர் அவற்றுக்கு எண் இட்டார். // 3. நான் அனைத்திற்கும் எண் இட்டேன்.,1. पेजों पर नंबर डालें। // 2. उसने उन पर नंबर डाले। // 3. मैंने सब पर नंबर डाल दिए हैं।
Nurse / Nursed / Nursed,Day 161,Beginner,கவனித்துக்கொள் / கொண்டேன் / கொண்டுள்ளேன்,देखभाल करना / देखभाल की / देखभाल कर चुका,1. Nurse the sick. // 2. She nursed him. // 3. I have nursed many.,1. நோயாளிகளைக் கவனி. // 2. அவள் அவரைப் பராமரித்தாள். // 3. நான் பலரைப் பராமரித்துள்ளேன்.,1. बीमारों की सेवा करें। // 2. उसने उसकी सेवा की। // 3. मैंने कई लोगों की सेवा की है।
Observe / Observed / Observed,Day 162,Beginner,உற்றுநோக்கு / உற்றுநோக்கினேன் / உற்றுநோக்கியுள்ளேன்,निरीक्षण करना / निरीक्षण किया / निरीक्षण कर चुका,1. Observe the birds. // 2. He observed us. // 3. I have observed it.,1. பறவைகளைக் கவனி. // 2. அவர் எங்களைக் கவனித்தார். // 3. நான் அதைக் கவனித்துள்ளேன்.,1. पक्षियों का निरीक्षण करें। // 2. उसने हमें देखा। // 3. मैंने इसे देखा है।
Obtain / Obtained / Obtained,Day 162,Beginner,பெறு / பெற்றேன் / பெற்றுள்ளேன்,प्राप्त करना / प्राप्त किया / प्राप्त कर चुका,1. Obtain permission. // 2. He obtained food. // 3. I have obtained gold.,1. அனுமதி பெறு. // 2. அவர் உணவு பெற்றார். // 3. நான் தங்கம் பெற்றுள்ளேன்.,1. अनुमति प्राप्त करें। // 2. उसने भोजन प्राप्त किया। // 3. मैंने सोना प्राप्त किया है।
Occupy / Occupied / Occupied,Day 162,Beginner,இடத்தைப் பிடி / பிடித்தேன் / பிடித்துள்ளேன்,कब्जा करना / कब्जा किया / कब्जा कर चुका,1. Occupy the seat. // 2. They occupied it. // 3. I have occupied space.,1. இருக்கையை அமர்ந்து கொள் (occupy). // 2. அவர்கள் அதை ஆக்கிரமித்தனர். // 3. நான் இடத்தை ஆக்கிரமித்துள்ளேன்.,1. सीट पर बैठें। // 2. उन्होंने इस पर कब्जा कर लिया। // 3. मैंने जगह घेर ली है।
Omit / Omitted / Omitted,Day 162,Beginner,விடுபடு / விடுபட்டேன் / விடுபட்டுள்ளேன்,छोड़ देना / छोड़ दिया / छोड़ चुका,1. Omit the errors. // 2. He omitted names. // 3. I have omitted it.,1. பிழைகளைத் தவிர் (நீக்கு). // 2. அவர் பெயர்களை விட்டுவிட்டார். // 3. நான் அதை விட்டுவிட்டேன்.,1. गलतियाँ छोड़ दें। // 2. उसने नाम छोड़ दिए। // 3. मैंने इसे छोड़ दिया है।
Outline / Outlined / Outlined,Day 162,Beginner,சுருக்கமாகக் கூறு / கூறினேன் / கூறியுள்ளேன்,रूपरेखा बनाना / बनाई / बना चुका,1. Outline the plan. // 2. He outlined it. // 3. I have outlined.,1. திட்டத்தைச் சுருக்கமாகக் கூறு. // 2. அவர் அதை விவரித்தார். // 3. நான் சுருக்கம் கொடுத்துள்ளேன்.,1. योजना की रूपरेखा बनाएं। // 2. उसने इसकी रूपरेखा दी। // 3. मैंने रूपरेखा तैयार की है।
Overcome / Overcame / Overcome,Day 163,Beginner,வெற்றி கொள் / கொண்டேன் / கொண்டுள்ளேன்,काबू पाना / काबू पाया / काबू पा चुका,1. Overcome fear. // 2. He overcame odds. // 3. I have overcome.,1. பயத்தை வெல். // 2. அவர் தடைகளை வென்றார். // 3. நான் வென்றுவிட்டேன்.,1. डर पर काबू पाएं। // 2. उसने बाधाओं को पार किया। // 3. मैंने जीत हासिल की है।
Overtake / Overtook / Overtaken,Day 163,Beginner,முந்திச் செல் / சென்றேன் / சென்றுள்ளேன்,आगे निकलना / आगे निकला / आगे निकल चुका,1. Overtake them. // 2. He overtook me. // 3. I have overtaken.,1. அவர்களை முந்து. // 2. அவர் என்னை முந்தினார். // 3. நான் முந்திவிட்டேன்.,1. उनसे आगे निकलें। // 2. वह मुझसे आगे निकल गया। // 3. मैं आगे निकल गया हूँ।
Owe / Owed / Owed,Day 163,Beginner,கடன்பட்டிரு / கடன்பட்டிருந்தேன் / கடன்பட்டுள்ளேன்,ऋणी होना / ऋणी था / ऋणी हो चुका,1. I owe you money. // 2. He owed me help. // 3. I have owed him.,1. நான் உனக்குப் பணக்கடன் பட்டிருக்கிறேன். // 2. அவர் எனக்கு உதவி செய்யக் கடமைப்பட்டிருந்தார். // 3. நான் அவருக்குக் கடன்பட்டிருக்கிறேன்.,1. मुझ पर आपका कर्ज है। // 2. वह मेरा ऋणी था। // 3. मैं उसका ऋणी रहा हूँ।
Pace / Paced / Paced,Day 163,Beginner,குறுக்குநடை போடு / போட்டேன் / போட்டுள்ளேன்,चहलकदमी करना / की / कर चुका,1. Pace yourself. // 2. He paced the room. // 3. I have paced 1km.,1. உன் வேகத்தைச் சீராக்கு. // 2. அவர் அறையில் குறுக்கும் நெடுக்குமாக நடந்தார். // 3. நான் ஒரு கிமீ நடை கடந்தேன்.,1. अपनी गति बनाए रखें। // 2. वह कमरे में टहलने लगा। // 3. मैंने 1 किमी की दूरी तय की है।
Panic / Panicked / Panicked,Day 163,Beginner,பதறு / பதறினேன் / பதறியுள்ளேன்,घबराना / घबराया / घबरा चुका,1. Don't panic. // 2. He panicked today. // 3. I have panicked before.,1. பீதியடையாதே. // 2. அவர் இன்று பீதியடைந்தார். // 3. நான் முன்பே பயந்திருக்கிறேன்.,1. घबराओ मत। // 2. वह आज घबरा गया। // 3. मैं पहले भी घबरा चुका हूँ।
Pardon / Pardoned / Pardoned,Day 164,Beginner,மன்னி / மன்னித்தேன் / மன்னித்துள்ளேன்,क्षमा करना / क्षमा किया / क्षमा कर चुका,1. Pardon me. // 2. He pardoned him. // 3. I have been pardoned.,1. என்னை மன்னியுங்கள். // 2. அவர் அவரை மன்னித்தார். // 3. நான் மன்னிக்கப்பட்டேன்.,1. मुझे क्षमा करें। // 2. उसने उसे माफ कर दिया। // 3. मुझे माफ कर दिया गया है।
Part / Parted / Parted,Day 164,Beginner,பிரி / பிரிந்தேன் / பிரிந்துள்ளேன்,अलग होना / अलग हुआ / अलग हो चुका,1. Part ways. // 2. They parted today. // 3. We have parted.,1. பிரிந்து செல். // 2. அவர்கள் இன்று பிரிந்தார்கள். // 3. நாங்கள் பிரிந்துவிட்டோம்.,1. अलग हो जाओ। // 2. वे आज अलग हो गए। // 3. हम अलग हो गए हैं।
Paste / Pasted / Pasted,Day 164,Beginner,ஒட்டு / ஒட்டினேன் / ஒட்டியுள்ளேன்,चिपकाना / चिपकाया / चिपका चुका,1. Paste the picture. // 2. He pasted it here. // 3. I have pasted all.,1. படத்தைச் சுவரில் ஒட்டு. // 2. அவர் அதை இங்கே ஒட்டினார். // 3. நான் அனைத்தையும் ஒட்டிவிட்டேன்.,1. चित्र चिपकाओ। // 2. उसने इसे यहाँ चिपकाया। // 3. मैंने सब चिपका दिया है।
Pat / Patted / Patted,Day 164,Beginner,தட்டிக் கொடு / கொடுத்தேன் / கொடுத்துள்ளேன்,थपथपाना / थपथपाया / थपथपा चुका,1. Pat the dog. // 2. He patted my back. // 3. I have patted him.,1. நாயைத் தட்டிக்கொடு. // 2. அவர் என் முதுகில் தட்டிக் கொடுத்தார். // 3. நான் அவரைத் தட்டினேன்.,1. कुत्ते को थपथपाओ। // 2. उसने मेरी पीठ थपथपाई। // 3. मैंने उसे थपथपाया है।
Patch / Patched / Patched,Day 164,Beginner,ஒட்டு போடு / போட்டேன் / போட்டுள்ளேன்,पैच लगाना / पैच लगाया / पैच लगा चुका,1. Patch the hole. // 2. He patched the tire. // 3. I have patched it.,1. ஓட்டையை அடை (patch). // 2. அவர் டயரைச் சரிசெய்தார். // 3. நான் அதைச் சரிசெய்துவிட்டேன்.,1. छेद को ठीक करें। // 2. उसने टायर को पैच लगाया। // 3. मैंने इसे ठीक कर दिया है।
Patrol / Patrolled / Patrolled,Day 165,Beginner,ரோந்து செல் / சென்றேன் / சென்றுள்ளேன்,गश्त लगाना / गश्त लगाई / गश्त लगा चुका,1. Patrol the area. // 2. They patrolled. // 3. I have patrolled.,1. பகுதியில் ரோந்து செல். // 2. அவர்கள் ரோந்து சென்றனர். // 3. நான் ரோந்து சென்றுள்ளேன்.,1. क्षेत्र में गश्त करें। // 2. उन्होंने गश्त की। // 3. मैंने गश्त की है।
Peck / Pecked / Pecked,Day 165,Beginner,கொத்து / கொத்தினேன் / கொத்தியுள்ளேன்,चोंच मारना / चोंच मारी / चोंच मार चुका,1. Birds peck seeds. // 2. It pecked me. // 3. I have pecked it.,1. பறவைகள் விதைகளைக் கொத்தும். // 2. அது என்னைக் கொத்தியது. // 3. நான் அதைத் தட்டிப் பார்த்தேன்.,1. पक्षी बीज चुगते हैं। // 2. उसने मुझे चोंच मारी। // 3. मैंने इसे चोंच मारी है।
