Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
595,Day 119,Prudent,Adjective,Intermediate,விவேகமான,विवेकी (Viveki),It is prudent to save money for emergencies.,அவசர காலத்திற்காகப் பணத்தைச் சேமிப்பது விவேகமானது.,आपात स्थिति के लिए पैसे बचाना विवेकी है।,"Wise, Cautious, Judicious",முன்யோசனையுள்ள
596,Day 120,Punctilious,Adjective,Intermediate,நுணுக்கமாகக் கவனிக்கும்,अति शिष्टाचारी (Ati Shishtachari),He is punctilious about his appearance.,அவர் தனது தோற்றத்தில் மிகவும் நுணுக்கமாகக் கவனம் செலுத்துபவர்.,वह अपने दिखावे के प्रति अति शिष्टाचारी है।,"Meticulous, Careful, Formal",மிக விழிப்புள்ள
597,Day 120,Qualm,Noun,Intermediate,மன உறுத்தல்,हिचक (Hichak),He had no qualms about lying to the boss.,முதலாளியிடம் பொய் சொல்வதில் அவருக்கு எந்த மன உறுத்தலும் இருக்கவில்லை.,उसे बॉस से झूठ बोलने में कोई हिचक नहीं थी।,"Regret, Misgiving, Doubt",சந்தேகம்
598,Day 120,Quandary,Noun,Intermediate,குழப்பமான நிலை,व्याकुलता (Vyakulata),I am in a quandary about which job to take.,எந்த வேலையைத் தேர்ந்தெடுப்பது என்ற குழப்பமான நிலையில் நான் இருக்கிறேன்.,मैं इस व्याकुलता में हूँ कि कौन सी नौकरी लूँ।,"Dilemma, Problem, Difficulty",இக்கட்டு
599,Day 120,Querulous,Adjective,Intermediate,குறை சொல்லிக்கொண்டே இருக்கும்,शिकायती (Shikayati),The querulous passenger complained about the delay.,குறை சொல்லிக்கொண்டே இருக்கும் அந்தப் பயணி தாமதத்தைப் பற்றிப் புகார் செய்தார்.,शिकायती यात्री ने देरी के बारे में शिकायत की।,"Complaining, Irritable, Grumpy",சிணுங்குகிற
600,Day 120,Rambunctious,Adjective,Intermediate,கட்டுப்பாடற்ற உற்சாகமுள்ள,ऊधमी (Oodhami),The rambunctious kids broke the vase.,உற்சாக மிகுதியால் கட்டுப்பாடற்ற குழந்தைகள் ஜாடியை உடைத்தனர்.,ऊधमी बच्चों ने फूलदान तोड़ दिया।,"Boisterous, Wild, Rowdy",துடுக்குத்தனமான
601,Day 121,Rapport,Noun,Intermediate,நல்லுறவு,तालमेल (Taalmel),She developed a good rapport with her students.,அவள் தன் மாணவர்களுடன் ஒரு நல்லுறவை ஏற்படுத்தினாள்.,उसने अपने छात्रों के साथ अच्छा तालमेल बिढ़ा लिया।,"Bond, Connection, Relationship",இணக்கம்
602,Day 121,Rash,Adjective,Intermediate,அவசரமான / முன்னெச்சரிக்கையற்ற,उतावला (Utavla),Don't make a rash decision you'll regret later.,பின்னர் வருத்தப்படும்படியான அவசரமான முடிவை எடுக்காதே.,उतावला निर्णय न लें जिस पर आपको बाद में पछतावा हो।,"Impulsive, Hasty, Reckless",நிதானமற்ற
603,Day 121,Raucous,Adjective,Intermediate,கரகரப்பான / இரைச்சலான,कर्कश (Karkash),Raucous laughter came from the next room.,அடுத்த அறையிலிருந்து இரைச்சலான சிரிப்புச் சத்தம் வந்தது.,बगल के कमरे से कर्कश हंसी की आवाज आई।,"Harsh, Loud, Piercing",சத்தமான
604,Day 121,Ravenous,Adjective,Intermediate,கடுமையான பசியுள்ள,बहुत भूखा (Bahut Bhookha),I was ravenous after the long hike.,நீண்ட நடைப்பயணத்திற்குப் பிறகு நான் கடுமையான பசியுடன் இருந்தேன்.,लंबी पैदल यात्रा के बाद मैं बहुत भूखा था।,"Starving, Hungry, Famished",பெருவயிற்றுப் பசி
605,Day 121,Rebuke,Verb,Intermediate,கண்டி,डांटना (Daantna),The manager rebuked the staff for the mistake.,தவறுக்காக மேலாளர் ஊழியர்களைக் கண்டித்தார்.,मैनेजर ने गलती के लिए स्टाफ को डांटा।,"Scold, Reprimand, Chide",கடிந்து கொள்
606,Day 122,Reciprocal,Adjective,Intermediate,பரஸ்பர,पारस्परिक (Paaras-parik),They have a reciprocal arrangement to share tools.,அவர்கள் கருவிகளைப் பகிர்ந்து கொள்ள ஒரு பரஸ்பர ஏற்பாட்டைக் கொண்டுள்ளனர்.,उनके पास उपकरण साझा करने की पारस्परिक व्यवस्था है।,"Mutual, Shared, Complementary",ஈடாக அமையும்
607,Day 122,Reclusive,Adjective,Intermediate,தனிமையை விரும்பும்,वैरागी (Vairagi),The reclusive author rarely leaves his house.,தனிமையை விரும்பும் அந்த எழுத்தாளர் அரிதாகவே வீட்டை விட்டு வெளியே வருவார்.,वैरागी लेखक शायद ही कभी अपना घर छोड़ते हैं।,"Solitary, Isolated, Hermit-like",ஒதுங்கி வாழும்
608,Day 122,Relinquish,Verb,Intermediate,கைவிடு / துறந்திடு,त्यागना (Tyagna),He was forced to relinquish his control of the company.,அவர் நிறுவனத்தின் மீதான தனது கட்டுப்பாட்டைக் கைவிட வேண்டிய கட்டாயம் ஏற்பட்டது.,उन्हें कंपनी पर से अपना नियंत्रण त्यागने के लिए मजबूर होना पड़ा।,"Surrender, Abandon, Give up",விட்டுக்கொடு
609,Day 122,Remonstrate,Verb,Intermediate,ஆட்சேபி / வாதாடு,विरोध करना (Virodh Karna),He remonstrated with the referee about the foul.,அவர் ஃபவுல் குறித்து நடுவரிடம் ஆட்சேபித்தார் (வாதாடினார்).,उन्होंने फाउल को लेकर रेफरी के साथ विरोध किया।,"Protest, Argue, Object",எதிர்ப்புத் தெரிவி
610,Day 122,Renaissance,Noun,Intermediate,மறுமலர்ச்சி,पुनर्जागरण (Punariagran),The city is experiencing a cultural renaissance.,நகரம் ஒரு கலாச்சார மறுமலர்ச்சியை அனுபவித்து வருகிறது.,शहर एक सांस्कृतिक पुनर्जागरण का अनुभव कर रहा है।,"Revival, Rebirth, Renewal",கலை மறுமலர்ச்சி
611,Day 123,Renounce,Verb,Intermediate,அதிகாரப்பூர்வமாகத் துறத்தல்,त्यागना (Tyagna),The king decided to renounce his throne.,மன்னர் தனது அரியணையைத் துறக்க முடிவு செய்தார்.,राजा ने अपना सिंहासन त्यागने का निर्णय लिया।,"Reject, Abjure, Relinquish",மறுத்துவிடு
612,Day 123,Reprehensible,Adjective,Intermediate,கண்டிக்கத்தக்க,निंदनीय (Nindaneeya),His conduct towards the staff was reprehensible.,ஊழியர்களிடம் அவரது நடத்தை கண்டிக்கத்தக்கதாக இருந்தது.,कर्मचारियों के प्रति उनका आचरण निंदनीय था।,"Blameworthy, Shameful",குற்றஞ்சாட்டத்தக்க
613,Day 123,Resilient,Adjective,Intermediate,மீள்திறன் கொண்ட,लचीला (Lacheela),She is resilient and recovered quickly from the loss.,"அவள் மீள்திறன் கொண்டவள், இழப்பிலிருந்து விரைவாக மீண்டாள்.",वह लचीली है और नुकसान से जल्दी उबर गई।,"Tough, Strong, Flexible",எளிதில் குணமடையும்
614,Day 123,Resolute,Adjective,Intermediate,உறுதியான,दृढ़ (Dridh),He remained resolute in his decision to resign.,அவர் தனது ராஜினாமா முடிவில் உறுதியாக இருந்தார்.,वह इस्तीफा देने के अपने फैसले पर दृढ़ रहे।,"Determined, Firm, Unwavering",மனவுறுதி கொண்ட
615,Day 123,Resplendent,Adjective,Intermediate,கண்ணைக் கவரும்,चमकीला (Chamkeela),The bride looked resplendent in her wedding dress.,மணமகள் தனது திருமண உடையில் கண்ணைக் கவரும் வகையில் இருந்தாள்.,दुल्हन अपनी शादी की पोशाक में चमकीली (शानदार) लग रही थी।,"Radiant, Dazzling, Brilliant",மிகச் சோபையுள்ள
616,Day 124,Restive,Adjective,Intermediate,அமைதியற்ற,बेचैन (Bechain),The crowd grew restive as the delay continued.,தாமதம் நீடித்ததால் கூட்டம் அமைதியற்றதாக மாறியது.,देरी जारी रहने पर भीड़ बेचैन हो गई।,"Restless, Uneasy, Fidgety",அடங்காத
617,Day 124,Revile,Verb,Intermediate,திட்டு / இகழ்,गाली देना (Gaali Dena),The coach was reviled by the fans after the defeat.,தோல்விக்குப் பிறகு ரசிகர்கள் பயிற்சியாளரை இகழ்ந்தனர்.,हार के बाद प्रशंसकों ने कोच को गाली दी (बुरा-भला कहा)।,"Abuse, Criticize, Scold",ஏசு / வசைபாடு
618,Day 124,Rhetoric,Noun,Intermediate,சொல்லாட்சி,अलंकारशास्त्र (Alankar-shastra),His empty rhetoric didn't convince the voters.,அவரது வெறும் சொல்லாட்சி வாக்காளர்களை நம்ப வைக்கவில்லை.,उनके खाली अलंकारशास्त्र ने मतदाताओं को आश्वस्त नहीं किया।,"Oratory, Eloquence",பேச்சாற்றல்
619,Day 124,Rigor,Noun,Intermediate,கடினம் / துல்லியம்,कठोरता (Kathorta),The project requires academic rigor and focus.,இந்தத் திட்டத்திற்கு கல்வி சார்ந்த துல்லியம் மற்றும் கவனம் தேவை.,परियोजना के लिए शैक्षणिक कठोरता और ध्यान की आवश्यकता है।,"Severity, Strictness, Precision",கண்டிப்பு
620,Day 124,Robust,Adjective,Intermediate,வலுவான,मजबूत (Mazboot),The company has a robust plan for growth.,நிறுவனத்திடம் வளர்ச்சிக்கான ஒரு வலுவான திட்டம் உள்ளது.,कंपनी के पास विकास के लिए एक मजबूत योजना है।,"Strong, Healthy, Sturdy",திண்ணிய
621,Day 125,Rustic,Adjective,Intermediate,கிராமப்புற சார்ந்த,ग्रामीण (Grameen),"The restaurant had a charming, rustic atmosphere.","அந்த உணவகம் ஒரு அழகான, கிராமப்புற சூழலைக் கொண்டிருந்தது.","रेस्तरां में एक आकर्षक, ग्रामीण वातावरण था।","Rural, Simple, Plain",நாட்டுப்புற
622,Day 125,Sacrosanct,Adjective,Intermediate,புனிதமான,पवित्र (Pavitra),"To many, freedom of speech is sacrosanct.","பலருக்கு, பேச்சுரிமை என்பது புனிதமானது (மீறக்கூடாதது).","कई लोगों के लिए, अभिव्यक्ति की स्वतंत्रता पवित्र है।","Sacred, Inviolable, Holy",மீறத்தகாத
623,Day 125,Salubrious,Adjective,Intermediate,ஆரோக்கியமான,स्वास्थ्यवर्धक (Swasthya-vardhak),We moved to a more salubrious part of the city.,நாங்கள் நகரின் ஆரோக்கியமான பகுதிக்கு குடிபெயர்ந்தோம்.,हम शहर के अधिक स्वास्थ्यवर्धक हिस्से में चले गए।,"Healthy, Pleasant, Beneficial",நலம் பயக்கும்
624,Day 125,Sanctimonious,Adjective,Intermediate,வேஷமிடுகிற / போலித்தனமான,पाखंडी (Pakhandi),I'm tired of his sanctimonious lectures on morality.,அறநெறி குறித்த அவரது போலித்தனமான விரிவுரைகளால் நான் சோர்வடைந்துள்ளேன்.,मैं नैतिकता पर उनके पाखंडी व्याख्यानों से थक गया हूँ।,"Hypocritical, Self-righteous",மாய்மாலமான
625,Day 125,Sarcasm,Noun,Intermediate,கிண்டல் / நையாண்டி,कटाक्ष (Katakshta),"""Great job,"" he said with heavy sarcasm when I failed.","நான் தோற்றபோது, ""சிறந்த வேலை"" என்று அவர் நையாண்டியுடன் கூறினார்.","जब मैं असफल हुआ तो उन्होंने बड़े कटाक्ष के साथ कहा, ""बहुत अच्छा काम किया।""","Irony, Mockery, Ridicule",வஞ்சப்புகழ்ச்சி
626,Day 126,Scathing,Adjective,Intermediate,கடுமையான (விமர்சனம்),तीखा (Teekha),The critic gave a scathing review of the movie.,விமர்சகர் அந்தத் திரைப்படத்தைப் பற்றி ஒரு கடுமையான விமர்சனத்தை அளித்தார்.,समीक्षक ने फिल्म की तीखी आलोचना की।,"Harsh, Severe, Cutting",புண்படுத்தும்
627,Day 126,Schism,Noun,Intermediate,பிளவு,दरार (Darar),The issue caused a deep schism within the party.,அந்தப் பிரச்சனை கட்சிக்குள் ஒரு ஆழமான பிளவை ஏற்படுத்தியது.,इस मुद्दे ने पार्टी के भीतर एक गहरी दरार पैदा कर दी।,"Split, Division, Break",பிரிவினை
628,Day 126,Scintillating,Adjective,Intermediate,மின்னுகிற / திறமையான,बहुत चमकीला (Bahut Chamkeela),She gave a scintillating performance on stage.,அவள் மேடையில் ஒரு மிகச் சிறந்த (மின்னுகிற) நடிப்பை வெளிப்படுத்தினாள்.,उसने मंच पर बहुत ही शानदार (चमकीला) प्रदर्शन किया।,"Sparkling, Brilliant, Dazzling",ஒளிவீசும்
629,Day 126,Scoff,Verb,Intermediate,எள்ளி நகையாடு,हंसी उड़ाना (Hansi Udana),"They used to scoff at his ideas, but now they agree.","அவர்கள் அவரது கருத்துக்களை எள்ளி நகையாடினர், ஆனால் இப்போது ஒப்புக்கொள்கிறார்கள்.","वे उसके विचारों की हंसी उड़ाते थे, लेकिन अब वे सहमत हैं।","Mock, Ridicule, Deride",பரிகசி
630,Day 126,Sedulous,Adjective,Intermediate,விடாமுயற்சியுள்ள,परिश्रमी (Parishrami),He was sedulous in his efforts to learn English.,ஆங்கிலம் கற்க அவர் எடுத்த முயற்சிகளில் விடாமுயற்சியுடன் இருந்தார்.,वह अंग्रेजी सीखने के अपने प्रयासों में परिश्रमी था।,"Diligent, Hardworking, Assiduous",ஊக்கமுள்ள
631,Day 127,Sensible,Adjective,Intermediate,அறிவார்ந்த / புத்திசாலித்தனமான,समझदार (Samajhdar),It was a sensible decision to leave early.,சீக்கிரம் கிளம்பியது ஒரு புத்திசாலித்தனமான முடிவு.,जल्दी निकलना एक समझदारी भरा फैसला था।,"Practical, Rational, Wise",விவேகமுள்ள
632,Day 127,Serendipity,Noun,Intermediate,எதிர்பாராத அதிர்ஷ்டம்,आकस्मिक लाभ (Aakasmik Labh),Finding the old letter was a stroke of serendipity.,அந்தப் பழைய கடிதத்தைக் கண்டது ஒரு எதிர்பாராத அதிர்ஷ்டம்.,वह पुराना पत्र मिलना एक आकस्मिक लाभ था।,"Chance, Luck, Fluke",நற்பேறு
633,Day 127,Servile,Adjective,Intermediate,அடிமைத்தனமான,चापलूस (Chaploos),He had a servile attitude toward his boss.,அவர் தனது முதலாளியிடம் அடிமைத்தனமான அணுகுமுறையைக் கொண்டிருந்தார்.,उनका अपने बॉस के प्रति चापलूसी भरा रवैया था।,"Submissive, Fawning, Humble",தாழ்ந்த
634,Day 127,Shrewd,Adjective,Intermediate,தந்திரமான / புத்திசாலித்தனமான,चतुर (Chatur),She made a shrewd investment in the stock market.,அவள் பங்குச் சந்தையில் ஒரு புத்திசாலித்தனமான முதலீட்டைச் செய்தாள்.,उसने शेयर बाजार में चतुर निवेश किया।,"Clever, Sharp, Astute",சூட்சுமமான
635,Day 127,Sluggish,Adjective,Intermediate,மந்தமான,सुस्त (Sust),The economy has been sluggish this year.,இந்த ஆண்டு பொருளாதாரம் மந்தமாக உள்ளது.,इस साल अर्थव्यवस्था सुस्त रही है।,"Slow, Lethargic, Inactive",சுறுசுறுப்பற்ற
636,Day 128,Smug,Adjective,Intermediate,தற்பெருமை கொண்ட,आत्मसंतुष्ट (Atma-santusht),He had a smug look on his face after winning.,வெற்றி பெற்ற பிறகு அவர் முகத்தில் தற்பெருமை தெரிந்தது.,जीतने के बाद उनके चेहरे पर आत्मसंतुष्ट भाव था।,"Self-satisfied, Conceited",கர்வமுள்ள
637,Day 128,Solace,Noun,Intermediate,ஆறுதல்,सांत्वना (Santvana),She found solace in music after her breakup.,பிரிவிற்குப் பிறகு அவள் இசையில் ஆறுதல் கண்டாள்.,ब्रेकअप के बाद उसे संगीत में सांत्वना मिली।,"Comfort, Relief, Consolation",தேறுதல்
638,Day 128,Specious,Adjective,Intermediate,உண்மையானது போல் தோன்றும் போலி,बनावटी (Banavati),His argument was specious and misleading.,அவரது வாதம் உண்மையானது போல் தோன்றினாலும் தவறாக வழிநடத்துவதாக இருந்தது.,उनका तर्क बनावटी और भ्रामक था।,"Deceptive, False, Plausible-sounding",ஏமாற்றுகிற
639,Day 128,Sporadic,Adjective,Intermediate,அங்கொன்றும் இங்கொன்றுமான,छिटपुट (Chitput),There were sporadic outbreaks of violence.,அங்கொன்றும் இங்கொன்றுமாக வன்முறைச் சம்பவங்கள் நடந்தன.,हिंसा की छिटपुट घटनाएं हुईं।,"Occasional, Random, Irregular",விட்டுவிட்டு நிகழ்கிற
640,Day 128,Squander,Verb,Intermediate,வீணாக்கு,गंवाना (Ganvana),Don't squander your time on social media.,சமூக ஊடகங்களில் உங்கள் நேரத்தை வீணாக்காதீர்கள்.,सोशल मीडिया पर अपना समय न गंवाएं।,"Waste, Lavish, Misspend",விரயமாக்கு
641,Day 129,Stagnant,Adjective,Intermediate,தேக்கமடைந்த,स्थिर (Sthir),The water in the pond was stagnant and smelly.,குளத்தில் உள்ள நீர் தேக்கமடைந்து துர்நாற்றத்துடன் இருந்தது.,तालाब का पानी स्थिर और बदबूदार था।,"Still, Motionless, Inactive",ஓடாத / தேங்கிய
642,Day 129,Stark,Adjective,Intermediate,அப்பட்டமான / கடுமையான,स्पष्ट (Spasht),There is a stark contrast between rich and poor.,ஏழைகளுக்கும் பணக்காரர்களுக்கும் இடையே ஓர் அப்பட்டமான முரண்பாடு உள்ளது.,अमीर और गरीब के बीच एक स्पष्ट अंतर है।,"Harsh, Plain, Simple",முழுமையான
643,Day 129,Steadfast,Adjective,Intermediate,உறுதியான / மாறாத,अडिग (Adig),They remained steadfast in their loyalty.,அவர்கள் தங்கள் விசுவாசத்தில் உறுதியாக இருந்தனர்.,वे अपनी निष्ठा में अडिग रहे।,"Loyal, Firm, Dedicated",நிலையான
644,Day 129,Stigma,Noun,Intermediate,களங்கம்,कलंक (Kalank),There is still a social stigma attached to mental illness.,மனநலம் பாதிப்பு குறித்து இன்னும் சமூகத்தில் ஒரு களங்கம் உள்ளது.,मानसिक बीमारी से अभी भी एक सामाजिक कलंक जुड़ा हुआ है।,"Shame, Disgrace, Dishonor",அவமானம்
645,Day 129,Stoic,Adjective,Intermediate,இன்ப துன்பங்களை சமமாக ஏற்கும்,उदासीन (Udasin),He faced the pain with a stoic expression.,அவர் வலியை இன்ப துன்பங்களை சமமாக ஏற்கும் பாவனையுடன் எதிர்கொண்டார்.,उसने उदासीन भाव से दर्द का सामना किया।,"Patient, Emotionless, Calm",பற்றற்ற
646,Day 130,Strenuous,Adjective,Intermediate,கடின உழைப்பு தேவைப்படும்,जोरदार (Jordar),Avoid strenuous exercise for a few days.,சில நாட்களுக்குக் கடினமான உடற்பயிற்சியைத் தவிர்க்கவும்.,कुछ दिनों के लिए जोरदार व्यायाम से बचें।,"Taxing, Arduous, Tiring",முயற்சிமிக்க
647,Day 130,Strident,Adjective,Intermediate,கடுமையான / கரகரப்பான,कठोर (Kathor),She had a strident voice that hurt my ears.,அவளது குரல் என் காதுகளைப் புண்படுத்தும் அளவுக்குக் கடுமையாக இருந்தது.,उसकी आवाज़ इतनी कठोर थी कि मेरे कान दुखने लगे।,"Harsh, Loud, Piercing",கீச்சுக்குரலான
648,Day 130,Subjugate,Verb,Intermediate,அடக்கி ஆள்,अधीन करना (Adheen Karna),The empire sought to subjugate nearby nations.,அந்தப் பேரரசு அண்டை நாடுகளை அடக்கி ஆள முயன்றது.,साम्राज्य ने पड़ोसी देशों को अपने अधीन करने की कोशिश की।,"Conquer, Defeat, Overpower",பணியவை
649,Day 130,Sublime,Adjective,Intermediate,உன்னதமான,उदात्त (Udaatt),The mountain view was truly sublime.,மலைக் காட்சி உண்மையிலேயே உன்னதமாக இருந்தது.,पहाड़ों का दृश्य वास्तव में उदात्त था।,"Grand, Noble, Magnificent",மேன்மையான
650,Day 130,Sullen,Adjective,Intermediate,கடுகடுப்பான,उदास (Udas),The boy sat in a sullen silence after being scolded.,திட்டு வாங்கிய பிறகு அந்தச் சிறுவன் கடுகடுப்புடன் அமைதியாக அமர்ந்திருந்தான்.,डांट खाने के बाद लड़का उदास होकर चुपचाप बैठ गया।,"Gloomy, Sulky, Morose",முகஞ்சுளித்த
651,Day 131,Supercilious,Adjective,Intermediate,மமதை கொண்ட,घमंडी (Ghamandi),His supercilious attitude made him unpopular.,அவரது மமதை கொண்ட அணுகுமுறை அவரைப் பிரபலமற்றவராக்கியது.,उनके घमंडी रवैये ने उन्हें अलोकप्रिय बना दिया।,"Arrogant, Haughty, Snobbish",செருக்குள்ள
652,Day 131,Surfeit,Noun,Intermediate,மிகை / மிகுதி,अधिकता (Adhikta),There is a surfeit of food at the party.,விருந்தில் மிகையான அளவு உணவு உள்ளது.,पार्टी में भोजन की अधिकता है।,"Excess, Surplus, Glut",தெவிட்டிய அளவு
653,Day 131,Tantamount,Adjective,Intermediate,நிகரானது,समान (Samaan),His silence was tantamount to an admission of guilt.,அவனது மௌனம் குற்றத்தை ஒப்புக்கொள்வதற்கு நிகரானது.,उनकी चुप्पी अपराध स्वीकार करने के समान थी।,"Equivalent, Equal, Identical",சமமான
654,Day 131,Tarnish,Verb,Intermediate,களங்கப்படுத்து,कलंकित करना (Kalankit Karna),The scandal served to tarnish his reputation.,அந்த ஊழல் அவரது நற்பெயரைக் களங்கப்படுத்தியது.,घोटाले ने उनकी प्रतिष्ठा को कलंकित कर दिया।,"Stain, Blemish, Sully",மழுங்கச்செய்
655,Day 131,Teem,Verb,Intermediate,நிறைந்து வழி,भरा होना (Bhara Hona),The streets were teeming with people.,வீதிகள் மக்களால் நிறைந்து வழிந்தன.,सड़कें लोगों से भरी हुई थीं।,"Swarm, Abound, Overflow",மலிந்திரு
656,Day 132,Temperance,Noun,Intermediate,நிதானம் / கட்டுப்பாடு,संयम (Sanyam),He was known for his temperance in eating and drinking.,உணவிலும் குடிப்பதிலும் அவர் காட்டிய கட்டுப்பாட்டிற்காக அறியப்பட்டார்.,वे खाने-पीने में अपने संयम के लिए जाने जाते थे।,"Moderation, Restraint, Self-control",மிதநிலை
657,Day 132,Tentative,Adjective,Intermediate,தற்காலிகமான / உறுதியற்ற,अनिश्चित (Anishchit),We made a tentative plan to meet on Friday.,வெள்ளிக்கிழமை சந்திப்பதாக ஒரு தற்காலிகமான திட்டத்தை உருவாக்கினோம்.,हमने शुक्रवार को मिलने की एक अनिश्चित योजना बनाई।,"Provisional, Hesitant, Uncertain",சோதனை ரீதியான
658,Day 132,Tepid,Adjective,Intermediate,மிதமான சூடுள்ள / ஆர்வமற்ற,गुनगुना (Gunguna),The response to the new policy was tepid.,புதிய கொள்கைக்கான வரவேற்பு ஆர்வமற்றதாக (மிதமாக) இருந்தது.,नई नीति पर प्रतिक्रिया उत्साहहीन (गुनगुनी) थी।,"Lukewarm, Indifferent, Half-hearted",வெதுவெதுப்பான
659,Day 132,Therapeutic,Adjective,Intermediate,குணப்படுத்தும்,उपचारात्मक (Upcharatmak),Gardening can be very therapeutic.,தோட்டம் வளர்ப்பது மனதைக் குணப்படுத்தும் ஒரு செயலாக இருக்கும்.,बागवानी बहुत उपचारात्मक हो सकती है।,"Healing, Curative, Restorative",நோய் தீர்க்கும்
660,Day 132,Thwart,Verb,Intermediate,முறியடி / தடுத்து நிறுத்து,विफल करना (Vifal Karna),The police managed to thwart the robbery.,போலீசார் அந்தத் திருட்டு முயற்சியை முறியடித்தனர்.,पुलिस डकैती को विफल करने में सफल रही।,"Prevent, Block, Foil",குறுக்கிடு
661,Day 133,Torpor,Noun,Intermediate,மரத்துப் போன நிலை / சோம்பல்,सुस्ती (Susti),He sank into a state of torpor after the heavy meal.,கனமான உணவிற்குப் பிறகு அவர் ஒருவித சோம்பல் நிலைக்குச் சென்றார்.,भारी भोजन के बाद वह सुस्ती की स्थिति में डूब गया।,"Lethargy, Sluggishness, Inactivity",உணர்ச்சியற்ற நிலை
662,Day 133,Tortuous,Adjective,Intermediate,வளைந்து நெளிந்த / சிக்கலான,पेचीदा (Pechida),The road to the village was tortuous.,கிராமத்திற்குச் செல்லும் சாலை வளைந்து நெளிந்து இருந்தது.,गाँव की सड़क पेचीदा (टेढ़ी-मेढ़ी) थी।,"Winding, Twisting, Complex",நெளிவான
663,Day 133,Tractable,Adjective,Intermediate,எளிதில் கையாளக்கூடிய,आज्ञाकारी (Agyakari),The horse was gentle and tractable.,அந்த குதிரை சாந்தமாகவும் எளிதில் கையாளக்கூடியதாகவும் இருந்தது.,घोड़ा शांत और आज्ञाकारी था।,"Manageable, Obedient, Pliant",இணக்கமான
664,Day 133,Tranquility,Noun,Intermediate,அமைதி,शांति (Shanti),I love the tranquility of the countryside.,கிராமப்புறத்தின் அமைதியை நான் விரும்புகிறேன்.,मुझे ग्रामीण इलाकों की शांति पसंद है।,"Calmness, Peace, Serenity",நிம்மதி
665,Day 133,Transgress,Verb,Intermediate,மீறு (சட்டம்/விதி),उल्लंघन करना (Ullanghan Karna),Those who transgress the law will be punished.,சட்டத்தை மீறுபவர்கள் தண்டிக்கப்படுவார்கள்.,कानून का उल्लंघन करने वालों को दंडित किया जाएगा।,"Violate, Break, Offend",வரம்பு மீறு
666,Day 134,Turbulent,Adjective,Intermediate,கொந்தளிப்பான,अशांत (Ashant),The plane flew through turbulent air.,விமானம் கொந்தளிப்பான காற்று வழியாகப் பறந்தது.,विमान अशांत हवा के बीच से उड़ा।,"Stormy, Unsettled, Chaotic",கலக்கமடைந்த
667,Day 134,Uncanny,Adjective,Intermediate,விசித்திரமான / மர்மமான,अलौकिक (Alaukik),He has an uncanny ability to predict the future.,எதிர்காலத்தைக் கணிக்கும் விசித்திரமான திறன் அவரிடம் உள்ளது.,उनके पास भविष्य बताने की अलौकिक क्षमता है।,"Eerie, Strange, Mysterious",விந்தையான
668,Day 134,Unconscionable,Adjective,Intermediate,நியாயமற்ற,अनुचित (Anuchit),Taking advantage of the elderly is unconscionable.,முதியவர்களைப் பயன்படுத்திக் கொள்வது நியாயமற்றது.,बुजुर्गों का फायदा उठाना अनुचित है।,"Unethical, Unfair, Extreme",மனசாட்சியற்ற
669,Day 134,Unequivocal,Adjective,Intermediate,தெளிவான / ஐயமற்ற,सुस्पष्ट (Suspasht),"He gave an unequivocal ""no"" to the proposal.","அவர் அந்தத் திட்டத்திற்குத் தெளிவான ""இல்லை"" என்று பதிலளித்தார்.","उन्होंने प्रस्ताव को सुस्पष्ट ""ना"" कह दिया।","Unambiguous, Clear, Plain",சந்தேகமற்ற
670,Day 134,Unprecedented,Adjective,Intermediate,இதுவரை இல்லாத,अभूतपूर्व (Abhoot-poorv),The discovery was unprecedented in science.,இந்த கண்டுபிடிப்பு அறிவியலில் இதுவரை இல்லாத ஒன்றாக இருந்தது.,विज्ञान में यह खोज अभूतपूर्व थी।,"New, Unmatched, Unique",முன்னெப்பொழுதும் இல்லாத
671,Day 135,Urbane,Adjective,Intermediate,நாகரீகமான,शिष्ट (Shisht),He was an urbane man who felt at home in any city.,அவர் எந்த நகரத்திலும் வசதியாக உணரக்கூடிய ஒரு நாகரீகமான மனிதர்.,वह एक शिष्ट व्यक्ति थे जो किसी भी शहर में सहज महसूस करते थे।,"Sophisticated, Suave, Refined",பண்பட்ட
672,Day 135,Vacuous,Adjective,Intermediate,அறிவற்ற / வெற்று,शून्य (Shunya),He gave a vacuous smile when asked the question.,கேள்வி கேட்டபோது அவர் ஓர் அறிவற்ற புன்னகையை அளித்தார்.,सवाल पूछे जाने पर उन्होंने एक शून्य (बुद्धिहीन) मुस्कान दी।,"Empty, Blank, Silly",பொருளற்ற
673,Day 135,Abnegation,Noun,Intermediate,சுயமறுப்பு / தியாகம்,आत्म-त्याग (Atma-tyag),Monks are known for their abnegation of worldly pleasures.,துறவிகள் உலக இன்பங்களை மறுப்பதில் (தியாகம் செய்வதில்) பெயர் பெற்றவர்கள்.,भिक्षु सांसारिक सुखों के अपने आत्म-त्याग के लिए जाने जाते हैं।,"Self-denial, Renunciation",துறத்தல்
