Serial Number,Day Number,English Word,Part of Speech,Difficulty,Tamil Translation,Hindi Translation,English Example,Tamil Example,Hindi Example,Synonyms,Tamil Meaning
557,Day 126,Lake,Noun,ஏரி (Eari),झील (Jheel),The lake is still.,ஏரி அசையாமல் உள்ளது.,झील शांत है।,Pond,தடாகம்,
557,Day 126,Field,Noun,வயல் (Vayal),खेत (Khet),Cows are in field.,பசுக்கள் வயலில் உள்ளன.,गाय खेत में हैं।,Farm,கழனி,
557,Day 126,Pencil,Noun,பென்சில் (Pensil),पेंसिल (Pencil),Draw with pencil.,பென்சிலால் வரையுங்கள்.,पेंसिल से चित्र बनाएं।,Sketch tool,கரிக்கோல்,
557,Day 126,Book,Noun,புத்தகம் (Putthagam),किताब (Kitaab),Read this book.,இந்தப் புத்தகத்தைப் படியுங்கள்.,यह किताब पढ़ें।,Text,நூல்,
557,Day 127,Bowl,Noun,கிண்ணம் (Kinnam),कटोरा (Katora),Put soup in bowl.,கிண்ணத்தில் சூப் ஊற்றவும்.,कटोरे में सूप डालें।,Dish,வட்டில்,
557,Day 127,Spoon,Noun,கரண்டி (Karandi),चम्मच (Chammach),Eat with a spoon.,கரண்டியால் சாப்பிடுங்கள்.,चम्मच से खाओ।,Scoop,துடுப்பு,
557,Day 127,Plate,Noun,தட்டு (Thattu),थाली (Thaali),Wash the plate.,தட்டைக் கழுவவும்.,थाली धो लें।,Platter,ஏனம்,
557,Day 127,Salty,Adjective,உப்பான (Uppaana),नमकीन (Namkeen),The food is salty.,உணவு உப்பாக உள்ளது.,खाना नमकीन है।,Briny,உவர்ப்பு,
557,Day 127,Spicy,Adjective,காரமான (Kaaramaana),तीखा (Teekha),The curry is spicy.,குழம்பு காரமாக இருக்கிறது.,करी तीखी है।,Hot,உறைப்பான,
557,Day 128,Small,Adjective,சிறிய (Siriya),छोटा (Chhota),It is a small bird.,இது ஒரு சிறிய பறவை.,यह एक छोटा पक्षी है।,Little,குட்டி,
557,Day 128,Big,Adjective,பெரிய (Periya),बड़ा (Bada),I saw a big tree.,ஒரு பெரிய மரத்தைப் பார்த்தேன்.,मैंने एक बड़ा पेड़ देखा।,Large,மாபெரும்,
557,Day 128,Bite,Verb,கடி (Kadi),काटना (Kaatna),Don't bite your nails.,நகத்தைக் கடிக்காதே.,अपने नाखून मत काटो।,Chew,துண்டித்தல்,
557,Day 128,Blow,Verb,ஊது (Oodhu),फूँक मारना (Phoonk maarna),Blow out the candle.,மெழுகுவர்த்தியை ஊதி அணைக்கவும்.,मोमबत्ती बुझा दो।,Exhale,காற்று வீசு,
557,Day 128,Build,Verb,கட்டு (Kattu),बनाना (Banana),They build a house.,அவர்கள் ஒரு வீட்டைக் கட்டுகிறார்கள்.,वे एक घर बनाते हैं।,Construct,உருவாக்கு,
557,Day 129,Burn,Verb,எரி (Eri),जलना (Jalna),The wood burns.,மரம் எரிகிறது.,लकड़ी जलती है।,Blaze,தீப்பற்று,
557,Day 129,Care,Verb,கவனி (Kavani),देखभाल करना (Dekhbhal karna),Care for your pets.,உங்கள் செல்லப்பிராணிகளைக் கவனியுங்கள்.,अपने पालतू जानवरों की देखभाल करें।,Look after,அக்கறை,
557,Day 129,Carry,Verb,சும (Suma),ले जाना (Le jaana),Carry this bag.,இந்தப் பையைச் சுமந்து செல்லுங்கள்.,इस बैग को ले जाओ।,Transport,எடுத்துச்செல்,
557,Day 129,Choose,Verb,தேர்ந்தெடு (Therndhedu),चुनना (Chunna),Choose one color.,ஒரு வண்ணத்தைத் தேர்ந்தெடுங்கள்.,एक रंग चुनें।,Select,தெரிவு செய்,
557,Day 129,Climb,Verb,ஏறு (Earu),चढ़ना (Chadhna),Climb the tree.,மரத்தில் ஏறுங்கள்.,पेड़ पर चढ़ो।,Mount,உச்சிக்குச் செல்,
557,Day 130,Count,Verb,எண்ணு (Ennu),गिनना (Ginna),Count the coins.,நாணயங்களை எண்ணுங்கள்.,सिक्के गिनें।,Tally,கணக்கிடு,
557,Day 130,Cut,Verb,வெட்டு (Vettu),काटना (Kaatna),Cut the paper.,காகிதத்தை வெட்டுங்கள்.,कागज काटो।,Slice,பிளத்தல்,
557,Day 130,Dig,Verb,தோண்டு (Thondu),खोदना (Khodna),Dig a hole.,ஒரு பள்ளம் தோண்டுங்கள்.,एक गड्ढा खोदो।,Scoop,அகழ்,
557,Day 130,Fill,Verb,நிரப்பு (Nirappu),भरना (Bharna),Fill the bottle.,பாட்டிலை நிரப்பவும்.,बोतल भरो।,Load,பூர்த்தி செய்,
557,Day 130,Fix,Verb,சரிசெய் (Sarisei),ठीक करना (Theek karna),Fix the toy.,பொம்மையைச் சரிசெய்யவும்.,खिलौना ठीक करो।,Repair,திருத்து,
557,Day 131,Fold,Verb,மடி (Madi),मोड़ना (Modna),Fold the clothes.,துணிகளை மடிக்கவும்.,कपड़े मोड़ो।,Bend,சுருட்டு,
557,Day 131,Hold,Verb,பிடி (Pidi),थामना (Thamna),Hold my hand.,என் கையைப் பிடித்துக் கொள்ளுங்கள்.,मेरा हाथ थाम लो।,Grip,ஏந்து,
557,Day 131,Hurry,Verb,அவசரப்படு (Avasarappadu),जल्दी करना (Jaldi karna),Hurry up!,சீக்கிரம்!,जल्दी करो!,Rush,விரைவுபடுத்து,
557,Day 131,Kiss,Verb,முத்தமிடு (Mutthamidu),चूमना (Choomna),Kiss the baby.,குழந்தைக்கு முத்தமிடுங்கள்.,बच्चे को चूमो।,Peck,அன்பு செய்,
557,Day 131,Knock,Verb,தட்டு (Thattu),खटखटाना (Khatkhatana),Knock on the door.,கதவைத் தட்டுங்கள்.,दरवाजा खटखटाओ।,Tap,மோது,
557,Day 132,Lead,Verb,வழிநடத்து (Vazhinadatthu),नेतृत्व करना (Netritva karna),Lead the way.,வழிகாட்டுங்கள்.,रास्ता दिखाओ।,Guide,முன்னே செல்,
557,Day 132,Lend,Verb,கடன் கொடு (Kadan kodu),उधार देना (Udhaar dena),Lend me a pen.,எனக்கு ஒரு பேனா கடன் கொடுங்கள்.,मुझे एक पेन उधार दो।,Loan,இரவல் கொடு,
557,Day 132,Lie,Verb,பொய் சொல் (Poi sol),झूठ बोलना (Jhoot bolna),Never lie.,எப்போதும் பொய் சொல்லாதே.,कभी झूठ मत बोलो।,Deceive,ஏமாற்று,
557,Day 132,Lift,Verb,தூக்கு (Thookku),उठाना (Uthana),Lift the box.,பெட்டியைத் தூக்குங்கள்.,डिब्बा उठाओ।,Raise,மேலெழுப்பு,
557,Day 132,Make,Verb,செய் / உருவாக்கு (Uruvaakku),बनाना (Banana),Make some tea.,கொஞ்சம் தேநீர் போடுங்கள்.,थोड़ी चाय बनाओ।,Create,இயற்று,
557,Day 133,Miss,Verb,இழ / தவறவிடு (Thavaravidu),याद करना (Yaad karna),I miss you.,நான் உன்னை இழக்கிறேன்.,मुझे तुम्हारी याद आती है।,Long for,நழுவவிடு,
557,Day 133,Pay,Verb,செலுத்து (Selutthu),भुगतान करना (Bhugtan karna),Pay the bill.,கட்டணத்தைச் செலுத்துங்கள்.,बिल भरें।,Settle,ஈடு செய்,
557,Day 133,Pick,Verb,எடு / தேர்ந்தெடு (Edu),उठाना (Uthana),Pick a card.,ஒரு கார்டை எடுங்கள்.,एक कार्ड उठाओ।,Pluck,தெரிவு செய்,
557,Day 133,Pray,Verb,பிரார்த்தனை செய் (Prartthanai sei),प्रार्थना करना (Prarthana karna),Pray to God.,கடவுளிடம் பிரார்த்தனை செய்யுங்கள்.,भगवान से प्रार्थना करें।,Worship,வேண்டு,
557,Day 133,Ride,Verb,சவாரி செய் (Savaari sei),सवारी करना (Sawari karna),Ride a bike.,பைக் சவாரி செய்யுங்கள்.,बाइक चलाओ।,Drive,ஏறிச் செல்,
557,Day 134,Ring,Verb,அடி / ஒலி (Oli),बजाना (Bajana),Ring the bell.,மணியை அடிக்கவும்.,घंटी बजाओ।,Chime,ஒலிக்கச் செய்,
557,Day 134,Rise,Verb,எழு / உயர் (Uyar),उगना (Ugna),The sun rises.,சூரியன் உதிக்கிறது.,सूरज उगता है।,Ascend,ஓங்கு,
557,Day 134,Save,Verb,சேமி / காப்பாற்று (Saami),बचाना (Bachana),Save money.,பணம் சேமிக்கவும்.,पैसे बचाओ।,Rescue,பாதுகா,
557,Day 134,Shut,Verb,மூடு (Moodu),बंद करना (Band karna),Shut your mouth.,வாயை மூடு.,अपना मुँह बंद करो।,Close,அடை,
557,Day 134,Sit,Verb,உட்கார் (Utkaar),बैठना (Baithna),Sit down.,உட்காருங்கள்.,बैठ जाओ।,Rest,அமர்,
557,Day 135,Smell,Verb,மண / நுகர் (Nugar),सूंघना (Soonghna),Smell the rose.,ரோஜாவை நுகர்ந்து பார்.,गुलाब सूंघो।,Scent,வாசனை பார்,
557,Day 135,Spend,Verb,செலவு செய் (Selavu sei),खर्च करना (Kharch karna),Spend some time.,சிறிது நேரம் செலவிடுங்கள்.,थोड़ा समय बिताएं।,Use,கழித்தல்,
557,Day 135,Stand,Verb,நில் (Nil),खड़ा होना (Khada hona),Stand up.,எழுந்து நில்லுங்கள்.,खड़े हो जाओ।,Rise,நிலைபெறு,
557,Day 135,Tell,Verb,சொல் (Sol),बताना (Batana),Tell me a story.,எனக்கு ஒரு கதை சொல்லுங்கள்.,मुझे एक कहानी सुनाओ।,Narrate,கூறு,
557,Day 135,Throw,Verb,எறி (Eri),फेंकना (Phekna),Throw the ball.,பந்தை எறியுங்கள்.,गेंद फेंको।,Cast,வீசு,
557,Day 136,Touch,Verb,தொடு (Thodu),छूना (Choona),Don't touch that.,அதைத் தொடாதே.,उसे मत छुओ।,Feel,தீண்டு,
557,Day 136,Turn,Verb,திருப்பு (Thiruppu),मुड़ना (Mudna),Turn left.,இடதுபுறம் திரும்புங்கள்.,बाएँ मुड़ें।,Pivot,சுற்று,
557,Day 136,Yawn,Verb,கொட்டாவி விடு (Kottaavi vidu),जम्हाई लेना (Jamhai lena),Don't yawn.,கொட்டாவி விடாதே.,जम्हाई मत लो।,Gape,வாய் பிள,
557,Day 136,Bake,Verb,சுடு (Sudu),पकाना (Pakana),Bake a cake.,ஒரு கேக் சுடுங்கள்.,एक केक पकाएं।,Roast,சமைத்தல்,
557,Day 136,Bathe,Verb,குளி (Kuli),नहाना (Nahana),Go and bathe.,போய் குளிக்கவும்.,जाओ और नहा लो।,Shower,நீராடல்,
557,Day 137,Bending,Verb,வளைத்தல் (Valaitthal),झुकना (Jhukna),He is bending down.,அவர் கீழே குனிகிறார்.,वह नीचे झुक रहा है।,Arching,குனிதல்,
557,Day 137,Blinking,Verb,சிமிட்டுதல் (Simittudhal),पलक झपकना (Palak jhapakna),Stop blinking fast.,வேகமாக சிமிட்டுவதை நிறுத்து.,तेज़ पलक झपकना बंद करो।,Winking,கண் சிமிட்டல்,
557,Day 137,Boil,Verb,கொதிக்க வை (Kodhika vai),उबालना (Ubalna),Boil the water.,தண்ணீரைக் கொதிக்க வைக்கவும்.,पानी उबालें।,Heat,காய்ச்சுதல்,
557,Day 137,Borrow,Verb,கடன் வாங்கு (Kadan vaangu),उधार लेना (Udhaar lena),Can I borrow it?,நான் அதை கடன் வாங்கலாமா?,क्या मैं इसे उधार ले सकता हूँ?,Take loan,இரவல் பெறு,
557,Day 137,Bowling,Verb,பந்து வீசுதல் (Pandhu veesudhal),गेंदबाजी (Gendbaazi),He is bowling now.,அவர் இப்போது பந்து வீசுகிறார்.,वह अब गेंदबाजी कर रहा है।,Pitching,பந்து எறிதல்,
557,Day 138,Braiding,Verb,பின்னுதல் (Pinnudhal),गूंथना (Goonthna),Braiding the hair.,கூந்தலைப் பின்னுதல்.,बालों को गूंथना।,Weaving,ஜடை பின்னுதல்,
557,Day 138,Breathing,Verb,சுவாசித்தல் (Suvaasitthal),सांस लेना (Saans lena),Deep breathing is good.,ஆழ்ந்த சுவாசம் நல்லது.,गहरी सांस लेना अच्छा है।,Inhaling,மூச்சு விடுதல்,
557,Day 138,Camping,Verb,முகாம் இடுதல் (Mugaam idudhal),शिविर लगाना (Shivir lagana),We are camping here.,நாங்கள் இங்கே முகாம் இடுகிறோம்.,हम यहाँ शिविर लगा रहे हैं।,Tenting,தங்குதல்,
557,Day 138,Chewing,Verb,மெல்லுதல் (Melludhal),चबाना (Chabana),Chew your food.,உணவை மென்று சாப்பிடு.,अपना खाना चबाओ।,Masticating,கடித்தல்,
557,Day 138,Clapping,Verb,கைதட்டுதல் (Kaithattudhal),ताली बजाना (Taali bajana),Everyone is clapping.,அனைவரும் கைதட்டுகிறார்கள்.,सब ताली बजा रहे हैं।,Applauding,கைகொட்டுதல்,
557,Day 139,Combing,Verb,சீவுதல் (Seevudhal),कंघी करना (Kanghi karna),Comb your hair.,தலை சீவுங்கள்.,अपने बालों में कंघी करें।,Grooming,தலை வாருதல்,
557,Day 139,Copying,Verb,நகலெடுத்தல் (Nagal-edutthal),नकल करना (Nakal karna),Stop copying me.,என்னை நகலெடுப்பதை நிறுத்து.,मेरी नकल करना बंद करो।,Mimicking,பிரதி எடுத்தல்,
557,Day 139,Coughing,Verb,இருமுதல் (Irumudhal),खाँसना (Khansna),He is coughing.,அவர் இருமுகிறார்.,वह खाँस रहा है।,Wheezing,இருமல்,
557,Day 139,Crawling,Verb,ஊர்ந்து செல்லுதல் (Oorndhu),रेंगना (Rengna),The baby is crawling.,குழந்தை ஊர்ந்து செல்கிறது.,बच्चा रेंग रहा है।,Creeping,தவழ்தல்,
557,Day 139,Diving,Verb,குதித்தல் (Kuditthal),गोता लगाना (Gota lagana),Diving into water.,தண்ணீரில் குதித்தல்.,पानी में गोता लगाना।,Plunging,முக்குளித்தல்,
557,Day 140,Dusting,Verb,தூசி தட்டுதல் (Thoosi),धूल झाड़ना (Dhool jhadna),Dusting the table.,மேசையைத் தூசி தட்டுதல்.,मेज की धूल झाड़ना।,Sweeping,துப்புரவு செய்தல்,
557,Day 140,Escaping,Verb,தப்பித்தல் (Thappitthal),भाग निकलना (Bhag nikalna),The bird is escaping.,பறவை தப்பிக்கிறது.,पक्षी भाग रहा है।,Fleeing,வெளியேறுதல்,
557,Day 140,Feeding,Verb,ஊட்டுதல் (Oottudhal),खिलाना (Khilana),Feeding the baby.,குழந்தைக்கு ஊட்டுதல்.,बच्चे को खिलाना।,Nursing,உணவு அளித்தல்,
557,Day 140,Floating,Verb,மிதத்தல் (Midhatthal),तैरना (Tairna),Wood is floating.,மரம் மிதக்கிறது.,लकड़ी तैर रही है।,Drifting,நீர்மேல் இருத்தல்,
557,Day 140,Freezing,Verb,உறைதல் (Uraidhal),जमना (Jamna),Water is freezing.,தண்ணீர் உறைகிறது.,पानी जम रहा है।,Chilling,பனிக்கட்டியாதல்,
557,Day 141,Gardening,Verb,தோட்டம் வளர்த்தல் (Thottam),बागवानी (Bagwani),I love gardening.,எனக்கு தோட்டம் வளர்க்க பிடிக்கும்.,मुझे बागवानी पसंद है।,Planting,பயிரிடுதல்,
557,Day 141,Grilling,Verb,வாட்டுதல் (Vaattudhal),भूनना (Bhoonna),Grilling the meat.,இறைச்சியை வாட்டுதல்.,मांस भूनना।,Broiling,தீயில் சுடுதல்,
557,Day 141,Hanging,Verb,தொங்குதல் (Thongudhal),लटकना (Latakna),Hanging the coat.,கோட்டைத் தொங்கவிடுதல்.,कोट लटकाना।,Dangling,மாட்டி வைத்தல்,
557,Day 141,Harvesting,Verb,அறுவடை செய்தல் (Aruvadai),कटाई (Katai),Farmers are harvesting.,விவசாயிகள் அறுவடை செய்கிறார்கள்.,किसान कटाई कर रहे हैं।,Reaping,விளைச்சல் எடுத்தல்,
557,Day 141,Hiding,Verb,ஒளிதல் (Olidhal),छिपना (Chhipna),Hiding behind door.,கதவுக்கு பின்னால் ஒளிதல்.,दरवाजे के पीछे छिपना।,Concealing,பதுங்குதல்,
557,Day 142,Hiking,Verb,மலையேறுதல் (Malaiyeirudhal),लंबी पैदल यात्रा (Yatra),Hiking in woods.,காட்டில் மலையேறுதல்.,जंगलों में लंबी पैदल यात्रा।,Trekking,நடைப்பயணம்,
557,Day 142,Hunting,Verb,வேட்டையாடுதல் (Vettaiyadu),शिकार करना (Shikar karna),Lion is hunting.,சிங்கம் வேட்டையாடுகிறது.,शेर शिकार कर रहा है।,Trapping,வேட்டை,
557,Day 142,Icing,Verb,ஐஸ் வைத்தல் (Ice vaitthal),बर्फ लगाना (Barf lagana),Icing the wound.,காயத்திற்கு ஐஸ் வைத்தல்.,घाव पर बर्फ लगाना।,Cooling,குளிரூட்டுதல்,
557,Day 142,Ironing,Verb,இஸ்திரி செய்தல் (Isthiriseidhu),इस्त्री करना (Istri karna),Ironing the shirt.,சட்டை இஸ்திரி செய்தல்.,शर्ट पर इस्त्री करना।,Pressing,தேய்த்தல்,
557,Day 142,Itching,Verb,அரித்தல் (Arithal),खुजली होना (Khujli hona),My skin is itching.,என் தோல் அரிக்கிறது.,मेरी त्वचा में खुजली हो रही है।,Tingling,நமநமப்பு,
557,Day 143,Kneeling,Verb,மண்டியிடுதல் (Mandiyidu),घुटने टेकना (Ghutne tekna),Kneeling on floor.,தரையில் மண்டியிடுதல்.,ज़मीन पर घुटने टेकना।,Genuflection,முழங்கால் ஊன்றல்,
557,Day 143,Knitting,Verb,பின்னுதல் (Pinnudhal),बुनाई (Bunayi),Knitting a sweater.,ஸ்வெட்டர் பின்னுதல்.,स्वेटर बुनना।,Crochet,தையல்,
557,Day 143,Licking,Verb,நக்குதல் (Nakkudhal),चाटना (Chatna),Dog is licking.,நாய் நக்குகிறது.,कुत्ता चाट रहा है।,Tasting,சுவைத்தல்,
557,Day 143,Mopping,Verb,துடைத்தல் (Thudaitthal),पोंछा लगाना (Ponchha),Mopping the floor.,தரையைத் துடைத்தல்.,ज़मीन पर पोंछा लगाना।,Wiping,சுத்தம் செய்தல்,
557,Day 143,Napping,Verb,சிறுதூக்கம் (Siru-thoookkam),झपकी लेना (Jhapki lena),I am napping.,நான் சிறுதூக்கம் போடுகிறேன்.,मैं झपकी ले रहा हूँ।,Dozing,குட்டித் தூக்கம்,
557,Day 144,Nodding,Verb,தலையாட்டுதல் (Thalaiyaattu),सिर हिलाना (Sir hilana),He is nodding yes.,அவர் ஆம் என்று தலையாட்டுகிறார்.,वह हाँ में सिर हिला रहा है।,Agreeing,சம்மதம் தெரிவித்தல்,
557,Day 144,Packing,Verb,சிப்பம் கட்டுதல் (Sippam),पैकिंग (Packing),Packing my bags.,என் பைகளை மூட்டைக் கட்டுகிறேன்.,मैं अपना बैग पैक कर रहा हूँ।,Stowing,அடுக்கி வைத்தல்,
557,Day 144,Peeling,Verb,தோலுரித்தல் (Thooluritthal),छीलना (Chheelna),Peeling the orange.,ஆரஞ்சு தோலுரித்தல்.,संतरा छीलना।,Skinning,தோல் நீக்குதல்,
557,Day 144,Pouring,Verb,ஊற்றுதல் (Ootttrudhal),डालना (Daalna),Pouring the tea.,தேநீர் ஊற்றுதல்.,चाय डालना।,Spilling,பெய்தல்,
557,Day 144,Praying,Verb,பிரார்த்தித்தல் (Prartthitthal),प्रार्थना करना (Prarthana),She is praying.,அவள் பிரார்த்தனை செய்கிறாள்.,वह प्रार्थना कर रही है।,Worship,வேண்டுதல்,
557,Day 145,Quarrel,Verb,தகராறு (Thagaraaru),झगड़ा करना (Jhagda karna),Do not quarrel.,தகராறு செய்யாதீர்கள்.,झगड़ा मत करो।,Arguing,சண்டை,
557,Day 145,Repair,Verb,பழுதுபார்த்தல் (Pazhudhu),मरम्मत करना (Marammat),Repair the bike.,பைக்கை பழுதுபார்க்கவும்.,बाइक की मरम्मत करें।,Fixing,சீர்செய்தல்,
557,Day 145,Resting,Verb,ஓய்வெடுத்தல் (Oivedutthal),आराम करना (Aaram karna),Take some resting.,சிறிது ஓய்வெடுங்கள்.,थोड़ा आराम करो।,Relaxing,இளைப்பாறுதல்,
557,Day 145,Sailing,Verb,கப்பல் பயணம் (Payanam),नौकायन (Naukayan),Sailing in sea.,கடலில் பயணம் செய்தல்.,समुद्र में नौकायन।,Cruising,கடல் வழிச் செல்லல்,
557,Day 145,Scratch,Verb,கீறுதல் (Keerudhal),खरोंचना (Kharonchna),Don't scratch that.,அதைக் கீறாதே.,उसे खरोंचो मत।,Scrape,உரசுதல்,
557,Day 146,Shaking,Verb,குலுக்குதல் (Kulukkudhal),हिलाना (Hilana),Shaking the bottle.,பாட்டிலைக் குலுக்குதல்.,बोतल हिलाना।,Jiggling,ஆட்டுதல்,
557,Day 146,Shaving,Verb,சவரம் செய்தல் (Savaram),शेव करना (Shave karna),He is shaving.,அவர் சவரம் செய்கிறார்.,वह शेव कर रहा है।,Trimming,முடி நீக்கல்,
557,Day 146,Skating,Verb,சறுக்குதல் (Sarukkudhal),स्केटिंग (Skating),Skating on ice.,பனியில் சறுக்குதல்.,बर्फ पर स्केटिंग।,Gliding,வழுக்குதல்,
557,Day 146,Skipping,Verb,தாண்டுதல் (Thaandudhal),कूदना (Koodna),Skipping rope.,கயிறு தாண்டுதல்.,रस्सी कूदना।,Leaping,குதித்தல்,
557,Day 146,Slicing,Verb,நறுக்குதல் (Narukkudhal),काटना (Kaatna),Slicing the bread.,ரொட்டியை நறுக்குதல்.,ब्रेड काटना।,Carving,துண்டு செய்தல்,
557,Day 147,Slipping,Verb,வழுக்குதல் (Vazhukkudhal),फिसलना (Fisallna),Floor is slipping.,தரை வழுக்குகிறது.,फर्श फिसल रहा है।,Sliding,சறுக்கல்,
557,Day 147,Sneezing,Verb,தும்முதல் (Thummudhal),छींकना (Chheenkna),He is sneezing.,அவர் தும்முகிறார்.,वह छींक रहा है।,Sniffling,தும்மல்,
557,Day 147,Soaking,Verb,ஊறவைத்தல் (Oora-vaitthal),भिगोना (Bhigona),Soaking the grains.,தானியங்களை ஊறவைத்தல்.,अनाज भिगोना।,Drenching,நனைத்தல்,
557,Day 147,Sorting,Verb,வரிசைப்படுத்துதல் (Varisai),छाँटना (Chhaantna),Sorting the mail.,தபால்களை வரிசைப்படுத்துதல்.,मेल छाँटना।,Ordering,வகைப்படுத்துதல்,
557,Day 147,Spilling,Verb,சிந்துதல் (Sindhudhal),गिरना (Girana),Milk is spilling.,பால் சிந்துது.,दूध गिर रहा है।,Leaking,கொட்டுதல்,
557,Day 148,Spraying,Verb,தெளித்தல் (Thelitthal),छिड़काव (Chhidkaav),Spraying the water.,தண்ணீர் தெளித்தல்.,पानी का छिड़काव।,Splashing,இறைத்தல்,
557,Day 148,Stretching,Verb,நீட்டுதல் (Neettudhal),खींचना (Khenchna),Stretching the arms.,கைகளை நீட்டுதல்.,हाथ खींचना।,Extending,விரித்தல்,
557,Day 148,Stirring,Verb,கலக்குதல் (Kalakkudhal),हिलाना (Hilana),Stirring the soup.,சூப்பைக் கலக்குதல்.,सूप हिलाना।,Mixing,துழாவுதல்,
557,Day 148,Tapping,Verb,தட்டுதல் (Thattudhal),थपथपाना (Thapthapana),Tapping the desk.,மேசையைத் தட்டுதல்.,मेज थपथपाना।,Knocking,மெல்ல அடித்தல்,
557,Day 148,Tickling,Verb,கிச்சுக்கிச்சு (Kitchu-kitchu),गुदगुदी करना (Gudgudi),Stop tickling me.,எனக்குக் கிச்சுக்கிச்சு மூட்டுவதை நிறுத்து.,मुझे गुदगुदी करना बंद करो।,Teasing,சிலிர்ப்பு,
557,Day 149,Tying,Verb,கட்டுதல் (Kattudhal),बाँधना (Baandhna),Tying the laces.,கயிற்றைக் கட்டுதல்.,लेस बाँधना।,Binding,பிணைத்தல்,
557,Day 149,Whistling,Verb,விசிலடித்தல் (Visil-aditthal),सीटी बजाना (Seeti bajana),He is whistling.,அவர் விசிலடிக்கிறார்.,वह सीटी बजा रहा है।,Tooting,வாய் விசிலடித்தல்,
557,Day 149,Wiping,Verb,துடைத்தல் (Thudaitthal),पोंछना (Ponchhna),Wiping the glass.,கண்ணாடியைத் துடைத்தல்.,गिलास पोंछना।,Cleaning,சுத்தம் செய்தல்,
557,Day 149,Wrapping,Verb,சுற்றுதல் (Suttrudhal),लपेटना (Lapetna),Wrapping the gift.,பரிசைச் சுற்றுதல் (பேக் செய்தல்).,उपहार लपेटना।,Covering,பொதிதல்,
557,Day 149,Yelling,Verb,கத்துதல் (Katthudhal),चिल्लाना (Chillana),Stop yelling!,கத்துவதை நிறுத்து!,चिल्लाना बंद करो!,Shouting,கூச்சலிடுதல்,
557,Day 150,Ache,Noun,வலி (Vali),दर्द (Dard),I have an ache.,எனக்கு வலி இருக்கிறது.,मुझे दर्द है।,Pain,வேதனை,
557,Day 150,Breeze,Noun,தென்றல் (Thendral),ठंडी हवा (Thandi hawa),Cool breeze today.,இன்று குளிர்ந்த தென்றல்.,आज ठंडी हवा है।,Gentle wind,இளங்காற்று,
557,Day 150,Canyon,Noun,பள்ளத்தாக்கு (Pallatthaakku),घाटी (Ghati),The canyon is deep.,பள்ளத்தாக்கு ஆழமானது.,घाटी गहरी है।,Ravine,மலை இடுக்கு,
557,Day 150,Dew,Noun,பனித்துளி (Panitthulli),ओस (Os),Dew on grass.,புல்லில் பனித்துளி.,घास पर ओस।,Moisture,துளி,
557,Day 150,Echo,Noun,எதிரொலி (Edhiroli),गूँज (Goonj),Hear the echo.,எதிரொலியைக் கேள்.,गूँज सुनो।,Resonating sound,மாற்று ஒலி,
557,Day 151,Fern,Noun,பெரணி செடி (Perani),फर्न (Fern),Fern grows here.,பெரணி இங்கே வளர்கிறது.,फर्न यहाँ उगता है।,Green plant,ஒரு வகை செடி,
557,Day 151,Glow,Noun,ஒளி / பிரகாசம் (Oli),चमक (Chamak),Night glow lamp.,இரவு ஒளி விளக்கு.,नाइट ग्लो लैंप।,Radiance,சுடர்,
557,Day 151,Hail,Noun,ஆலங்கட்டி மழை (Aalangatti),ओले (Ole),It is hail rain.,இது ஆலங்கட்டி மழை.,ओले गिर रहे हैं।,Ice rain,கல்மழை,
557,Day 151,Jug,Noun,ஜாடி (Jaadi),जग (Jug),Water in jug.,ஜாடியில் தண்ணீர்.,जग में पानी।,Container,குவளை,
557,Day 151,Knot,Noun,முடிச்சு (Mudichu),गांठ (Ganth),Tie a knot.,ஒரு முடிச்சு போடு.,गांठ बांधो।,Loop,பிணைப்பு,
557,Day 152,Log,Noun,மரக்கட்டை (Marakkattai),लट्ठा (Lattha),Heavy wood log.,கனமான மரக்கட்டை.,भारी लकड़ी का लट्ठा।,Timber,தறி,
557,Day 152,Ore,Noun,தாது (Thaadhu),अयस्क (Ayask),Iron ore.,இரும்பு தாது.,लौह अयस्क।,Mineral,கனிமம்,
557,Day 152,Pit,Noun,குழி (Kuzhi),गड्ढा (Gaddha),A deep pit.,ஒரு ஆழமான குழி.,एक गहरा गड्ढा।,Hole,பள்ளம்,
557,Day 152,Quill,Noun,இறகுப் பேனா (Iragu),पंख (Pankh),Use the quill.,இறகுப் பேனாவைப் பயன்படுத்து.,पंख का प्रयोग करें।,Feather pen,தூவி,
557,Day 152,Rim,Noun,விளிம்பு (Vilimbu),किनारा (Kinara),Rim of wheel.,சக்கரத்தின் விளிம்பு.,पहिये का किनारा।,Edge,ஓரம்,
557,Day 153,Unit,Noun,அலகு (Alagu),इकाई (Ikai),One unit.,ஒரு அலகு.,एक इकाई।,Measurement,அளவு,
557,Day 153,Vine,Noun,கொடி (Kodi),बेल (Bel),Grape vine.,திராட்சைக் கொடி.,अंगूर की बेल।,Creeper,படர்கொடி,
557,Day 153,Wick,Noun,திரி (Thiri),बत्ती (Batti),Lamp wick.,விளக்கின் திரி.,दीये की बत्ती।,Cord,விளக்குத் திரி,
557,Day 153,Yolk,Noun,கரு (Karu),जर्दी (Zardi),Egg yolk.,முட்டையின் கரு.,अंडे की जर्दी।,Center,மஞ்சள் கரு,
