Day,Level,English,Tamil,Hindi
Day 127,Intermediate,What kind of television programs do you usually watch to relax at night?,இரவு ஓய்வெடுக்க வழக்கமாக எந்த வகையான தொலைக்காட்சி நிகழ்ச்சிகளைப் பார்ப்பீர்கள்? (Iravu oivedukka vazhakkamaaga endha vagaiyaana tholaikkaatchi nigazhchigalaip paarppeergal?),रात में आराम करने के लिए आप आमतौर पर किस तरह के टेलीविजन कार्यक्रम देखते हैं? (Raat mein aaraam karne ke liye aap aamtor par kis tarah ke television karyakram dekhte hain?)
Day 127,Intermediate,I'm looking for a nice gift for my best friend's engagement party.,எனது சிறந்த நண்பரின் நிச்சயதார்த்த விழாவிற்கு ஒரு நல்ல பரிசைத் தேடுகிறேன். (Enadhu sirandha nanbarin nichayadhaarththa vizhaavirku oru nalla parisaith thedugiren.),मैं अपने सबसे अच्छे दोस्त की सगाई की पार्टी के लिए एक अच्छा उपहार ढूंढ रहा हूँ। (Main apne sabse acche dost ki sagai ki party ke liye ek accha uphaar dhoond raha hoon.)
Day 127,Intermediate,It's important to set realistic goals for yourself to stay motivated.,உத்வேகத்துடன் இருக்க யதார்த்தமான இலக்குகளை நிர்ணயிப்பது முக்கியம். (Udhvegaththudan irukka yadhaarththamaana ilakkugalhai nirnaiyippadhu mukkiyam.),प्रेरित रहने के लिए अपने लिए यथार्थवादी लक्ष्य निर्धारित करना महत्वपूर्ण है। (Prerit rehne ke liye apne liye yatharthwadi lakshya nirdharit karna mahatvapoorn hai.)
Day 127,Intermediate,I was just wondering if you could recommend a good plumber in this area.,இந்தப் பகுதியில் ஒரு நல்ல பிளம்பரை உங்களால் பரிந்துரைக்க முடியுமா என்று அறிய விரும்பினேன். (Indhap pagudhiyil oru nalla plumber-ai ungalaal parindhuraikka mudiyuma endru ariya virumbinen.),मैं बस यह सोच रहा था कि क्या आप इस इलाके में किसी अच्छे प्लंबर का सुझाव दे सकते हैं। (Main bas yeh soch raha tha ki kya aap is ilaake mein kisi acche plumber ka sujhaav de sakte hain.)
Day 128,Intermediate,Could you please let me know if the price includes the installation charges?,விலையில் நிறுவல் கட்டணமும் (installation charges) அடங்குமா என்று எனக்குத் தெரிவிக்க முடியுமா? (Vilaiyil niruval kattanamum adanguma endru enakkuth therivikka mudiyuma?),क्या आप कृपया मुझे बता सकते हैं कि क्या कीमत में इंस्टॉलेशन शुल्क शामिल है? (Kya aap kripya mujhe bata sakte hain ki kya keemat mein installation shulk shaamil hai?)
Day 128,Intermediate,I have been trying to use less plastic to protect the environment.,சுற்றுச்சூலைப் பாதுகாக்கப் பிளாஸ்டிக் பயன்பாட்டைக் குறைக்க முயற்சி செய்கிறேன். (Sutruch-soolai paadhukaakkap plastic paiyanpaattaik kuraikka muyarchi seigiren.),मैं पर्यावरण की रक्षा के लिए प्लास्टिक का कम उपयोग करने की कोशिश कर रहा हूँ। (Main paryavaran ki raksha ke liye plastic ka kam upyog karne ki koshish kar raha hoon.)
Day 128,Intermediate,It is much more convenient to travel by train during the holidays.,விடுமுறை நாட்களில் ரயிலில் பயணம் செய்வது மிகவும் வசதியானது. (Vidumurai naatkalil rail-il payanam seivadhu migavum vasadhiyaanadhu.),छुट्टियों के दौरान ट्रेन से यात्रा करना कहीं अधिक सुविधाजनक है। (Chhuttiyon ke dauran train se yaatra karna kahin adhik suvidhajanakk hai.)
Day 128,Intermediate,We should double-check the expiry date on the medicine bottle.,மருந்து பாட்டிலில் உள்ள காலாவதி தேதியை நாம் மீண்டும் சரிபார்க்க வேண்டும். (Marundhu baattilil ulla kaalaavadhi thedhiyai naam meendum saripaarkka vendum.),हमें दवा की बोतल पर एक्सपायरी डेट की दोबारा जांच करनी चाहिए। (Humein dawa ki botal par expiry date ki dobara jaanch karni chahiye.)
Day 128,Intermediate,I am not sure if I can complete the marathon within four hours.,நான்கு மணி நேரத்திற்குள் என்னால் மாரத்தான் ஓட்டத்தை முடிக்க முடியுமா என்று தெரியவில்லை. (Naangu mani neraththirkul ennaal marathon ottathai mudikka mudiyuma endru theriyavillai.),मुझे यकीन नहीं है कि मैं चार घंटे के भीतर मैराथन पूरी कर पाऊंगा या नहीं। (Mujhe yakeen nahi hai ki main chaar ghante ke bheetar marathon poori kar paunga ya nahi.)
Day 129,Intermediate,Do you have any suggestions on how to reduce our household waste?,நமது வீட்டுச் சமூகக் கழிவுகளைக் குறைக்க உங்களிடம் ஏதேனும் ஆலோசனைகள் உள்ளதா? (Namadhu veettu-k-kazhivugalaik kuraikka ungalidam edhenum aaloasanaigal ulladha?),क्या आपके पास हमारे घर के कचरे को कम करने के लिए कोई सुझाव है? (Kya aapke paas humare ghar ke kachre ko kam karne ke liye koi sujhaav hai?)
Day 129,Intermediate,I prefer to buy groceries from the local farmers' market.,உள்ளூர் விவசாயிகளிடமிருந்து மளிகைப் பொருட்களை வாங்கவே விரும்புகிறேன். (Ullur vivasaayigal-idhamirundhu maligaip porutkalai vaangavae virumbugiren.),मैं स्थानीय किसानों के बाजार से किराने का सामान खरीदना पसंद करता हूँ। (Main sthaaniya kisaanon ke bazaar se kirane ka saamaan khareedna pasand karta hoon.)
Day 129,Intermediate,We need to confirm the flight status before we leave for the airport.,விமான நிலையத்திற்குப் புறப்படுவதற்கு முன் விமானத்தின் நிலையை நாம் உறுதி செய்ய வேண்டும். (Vimaana nilaiyaththirkup purappadvadharku mun vimaanaththin nilaiyai naam urudhi seiya vendum.),हवाई अड्डे के लिए निकलने से पहले हमें उड़ान की स्थिति (flight status) की पुष्टि करनी होगी। (Hawai adde ke liye nikalne se pehle humein flight status ki pushti karni hogi.)
Day 129,Intermediate,He has been feeling much more energized since he started yoga.,யோகா செய்யத் தொடங்கியதிலிருந்து அவர் அதிக ஆற்றலுடன் உணர்கிறார். (Yoga seiya thodangiyadhilirundhu avar adhiga aatraludan unargiraar.),"जब से उन्होंने योग शुरू किया है, वह काफी ऊर्जावान महसूस कर रहे हैं। (Jab se unhone yoga shuru kiya hai, wah kaafi oorjawaan mehsoos kar rahe hain.)"
Day 129,Intermediate,I am thinking of learning how to play a musical instrument like the flute.,புல்லாங்குழல் போன்ற ஒரு இசைக் கருவியை வாசிக்கக் கற்றுக்கொள்ளலாம் என்று நினைக்கிறேன். (Pullaanguzhal poandra oru isaik karuviyai vaasikkak kattrukkollalaam endru ninaikkiren.),मैं बांसुरी जैसा कोई वाद्य यंत्र बजाना सीखने की सोच रहा हूँ। (Main bansuri jaisa koi vadya yantra bajana seekhne ki soch raha hoon.)
Day 130,Intermediate,Could you please show me how to adjust the brightness on this screen?,இந்தத் திரையில் பிரகாசத்தை (brightness) எப்படிச் சரிசெய்வது என்று காட்ட முடியுமா? (Indhath thiraiyil brightness-ai eppadi sariseivadhu endru kaatta mudiyuma?),क्या आप कृपया मुझे दिखा सकते हैं कि इस स्क्रीन पर ब्राइटनेस कैसे एडजस्ट करें? (Kya aap kripya mujhe dikha sakte hain ki is screen par brightness kaise adjust karen?)
Day 130,Intermediate,"It has been a very long day, but I am glad everything is finished.","இது ஒரு நீண்ட நாள், ஆனால் அனைத்தும் முடிந்துவிட்டது என்பதில் எனக்கு மகிழ்ச்சி. (Idhu oru neenda naal, aanaal anaithum mudindhuvittadhu enbadhil enakku magizhchi.)","यह बहुत लंबा दिन रहा है, लेकिन मुझे खुशी है कि सब कुछ खत्म हो गया है। (Yeh bahut lamba din raha hai, lekin mujhe khushi hai ki sab kuch khatam ho gaya hai.)"
Day 130,Intermediate,Please remind me to pick up my sister from the airport tonight.,இன்று இரவு என் சகோதரியை விமான நிலையத்திலிருந்து அழைக்க எனக்கு நினைவுபடுத்துங்கள். (Indru iravu en sagodhariyai vimaana nilaiyaththilirundhu azhaikka enakku ninaivupaduthungal.),कृपया मुझे आज रात अपनी बहन को हवाई अड्डे से लाने की याद दिलाना। (Kripya mujhe aaj raat apni behen ko hawai adde se laane ki yaad dilana.)
Day 130,Intermediate,I think it's better to keep your personal opinions to yourself at work.,வேலையில் உங்கள் தனிப்பட்ட கருத்துக்களை உங்களிடமே வைத்திருப்பது நல்லது. (Velaiyil ungal thanippatta karuththukkalai ungalidamae vaithiruppadhu nalladhu.),मुझे लगता है कि काम पर अपनी व्यक्तिगत राय अपने तक ही रखना बेहतर है। (Mujhe lagta hai ki kaam par apni vyaktigat rai apne tak hi rakhna behtar hai.)
Day 130,Intermediate,I didn't mean to ignore your text message; I was very busy.,உங்கள் குறுஞ்செய்தியைப் புறக்கணிக்க விரும்பவில்லை; நான் மிகவும் பிஸியாக இருந்தேன். (Ungal kurunjeidhiyaip purakkanikka virumbavillai; naan migavum busy-aaga irundhen.),मेरा इरादा आपके टेक्स्ट मैसेज को अनदेखा करने का नहीं था; मैं बहुत व्यस्त था। (Mera irada aapke text message ko andekha karne ka nahi tha; main bahut vyast tha.)
Day 131,Intermediate,She is very good at explaining complex theories in a simple way.,கடினமான கோட்பாடுகளை எளிமையாக விளக்குவதில் அவர் சிறந்தவர். (Kadinamaana kotpaadugalai elimaiyaaga vilakkuvadhil avar sirandhavar.),वह जटिल सिद्धांतों को सरल तरीके से समझाने में बहुत अच्छी है। (Wah jatil siddhanton ko saral tareeke se samjhane mein bahut acchi hai.)
Day 131,Intermediate,I'll be waiting for you at the main gate of the university.,பல்கலைக்கழகத்தின் பிரதான நுழைவாயிலில் நான் உங்களுக்காகக் காத்திருப்பேன். (Palkalaikkazhagaththin pradhaana nuzhaivaayilil naan ungalukkaagak kaathiruppen.),मैं विश्वविद्यालय के मुख्य द्वार पर आपका इंतज़ार करूँगा। (Main vishwavidyalaya ke mukhya dwar par aapka intezaar karunga.)
Day 131,Intermediate,Could you please repeat that? I didn't quite hear what you said.,தயவுசெய்து அதை மீண்டும் சொல்ல முடியுமா? நீங்கள் சொன்னது எனக்குச் சரியாகக் கேட்கவில்லை. (Thayavuseidhu adhai meendum solla mudiyuma? neengal sonnadhu enakkuch sariyaagap ketkavillai.),क्या आप कृपया उसे दोहरा सकते हैं? आपने जो कहा मैंने उसे पूरी तरह सुना नहीं। (Kya aap kripya use dohra sakte hain? Aapne jo kaha maine use poori tarah suna nahi.)
Day 131,Intermediate,I think we should check the reviews before we hire a tour guide.,சுற்றுலா வழிகாட்டியை அமர்த்துவதற்கு முன் அவருடைய விமர்சனங்களைச் சரிபார்க்க வேண்டும். (Sutrula vazhikaatti-yai amarththuvadharku mun avarudaiya vimarsanangalaich saripaarkka vendum.),मुझे लगता है कि टूर गाइड किराए पर लेने से पहले हमें समीक्षाएं देख लेनी चाहिए। (Mujhe lagta hai ki tour guide kiraye par lene se pehle humein reviews dekh leni chahiye.)
Day 131,Intermediate,I was just about to close the door when someone knocked loudly.,யாரோ பலமாகத் தட்டியபோது நான் கதவை மூடத் தயாராக இருந்தேன். (Yaaro balamaagath thattiyapoadhu naan kadhavai moodath thayaaraaga irundhaen.),"जब किसी ने ज़ोर से दरवाज़ा खटखटाया, मैं बस दरवाज़ा बंद करने ही वाला था। (Jab kisi ne zor se darwaza khatkhataaya, main bas darwaza band karne hi wala tha.)"
Day 132,Intermediate,It takes about thirty minutes to commute to the city center by car.,காரில் நகரின் மையப்பகுதிக்குச் செல்ல சுமார் முப்பது நிமிடங்கள் ஆகும். (Car-il nagarin maiyap-pagudhikkuch sella sumaar muppadhu nimidangal aagum.),कार से शहर के केंद्र तक जाने में लगभग तीस मिनट लगते हैं। (Car se shehar ke kendra tak jaane mein lagbhag tees minute lagte hain.)
Day 132,Intermediate,"I have already seen this movie, but I don't mind watching it again.","நான் ஏற்கனவே இந்தப் படத்தைப் பார்த்துவிட்டேன், ஆனாலும் மீண்டும் பார்க்கலாம். (Naan erkanavae indha padaththaip paarthuvittaen, aanaalum meendum paarkkalaam.)","मैंने यह फिल्म पहले ही देख ली है, लेकिन मुझे इसे फिर से देखने में कोई आपत्ति नहीं है। (Maine yeh film pehle hi dekh li hai, lekin mujhe ise phir se dekhne mein koi aapatti nahi hai.)"
Day 132,Intermediate,She has been working as a fashion designer for several years now.,அவர் பல ஆண்டுகளாக ஒரு ஆடை வடிவமைப்பாளராகப் பணியாற்றி வருகிறார். (Avar pala aandugalaaga oru aadai vadivamippaalaraagap paniyaattri varugiraar.),वह अब कई सालों से फैशन डिजाइनर के रूप में काम कर रही हैं। (Wah ab kai saalon se fashion designer ke roop mein kaam kar रही hai.)
Day 132,Intermediate,I'll let you know as soon as I have finished writing the report.,அறிக்கையை எழுதி முடித்தவுடன் உங்களுக்குத் தெரிவிக்கிறேன். (Arikkaiyai ezhudhi mudithavudan ungalukkuth therivikkiren.),"जैसे ही मैं रिपोर्ट लिखना खत्म करूँगा, मैं आपको बता दूँगा। (Jaise hi main report likhna khatam karunga, main aapko bata doonga.)"
Day 132,Intermediate,I don't think it's fair to judge him before hearing his side of the story.,அவருடைய தரப்பு விளக்கத்தைக் கேட்கும் முன் அவரைத் தவறாகக் கருதுவது சரியல்ல. (Avarudaiya dharappu vilakkaththaik ketkum mun avaraith thavaraga-k-karudhuvadhu sariyalla.),मुझे नहीं लगता कि उसकी बात सुने बिना उसके बारे में राय बनाना उचित है। (Mujhe nahi lagta ki uski baat sune bina uske baare mein rai banana uchit hai.)
Day 133,Intermediate,How much does it cost to have a smartphone screen repaired?,ஸ்மார்ட்போன் ஸ்கிரீனைச் சரிசெய்ய எவ்வளவு செலவாகும்? (Smartphone screen-ais sariseiya evvalavu selavaagum?),स्मार्टफोन की स्क्रीन ठीक करवाने में कितना खर्च आता है? (Smartphone ki screen theek karwane mein kitna kharch aata hai?)
Day 133,Intermediate,"I forgot to bring my notes, so I might need to borrow a pen and paper.","நான் எனது குறிப்புகளை எடுத்து வர மறந்துவிட்டேன், எனவே பேனா மற்றும் காகிதம் தேவைப்படலாம். (Naan enadhu kurippugalaieduthu vara marandhuvittaen, enavae paenaa matrum kaagidham thevaippadalaam.)","मैं अपने नोट्स लाना भूल गया, इसलिए मुझे पेन और कागज उधार लेने की जरूरत पड़ सकती है। (Main apne notes laana bhool gaya, isliye mujhe pen aur kagaz udhaar lene ki zaroorat pad sakti hai.)"
Day 133,Intermediate,We should definitely try that new seafood restaurant in the city center.,நகரின் மையப்பகுதியிலுள்ள அந்தப் புதிய கடல் உணவு உணவகத்தை நாம் கண்டிப்பாக முயற்சிக்க வேண்டும். (Nagarin maiyappagudhiyilulla andhap pudhiya kadal unavu unavagaththai naam kandippaaga muyarchikka vendum.),हमें शहर के केंद्र में स्थित उस नए सीफूड रेस्तरां को जरूर आज़माना चाहिए। (Humein shehar ke kendra mein sthit us naye seafood restaran ko zaroor aazmaana chahiye.)
Day 133,Intermediate,He is very interested in learning about renewable energy and its benefits.,புதுப்பிக்கத்தக்க எரிசக்தி மற்றும் அதன் நன்மைகள் பற்றி அறிய அவர் மிகுந்த ஆர்வமாக உள்ளார். (Pudhuppikkathakka erisakhthi matrum adhan nanmaigal pattri ariya avar migundha aarvamaaga ullaar.),उनकी अक्षय ऊर्जा और इसके लाभों के बारे में जानने में बहुत रुचि है। (Unki akshay oorja aur iske laabhon ke baare mein jaane mein bahut ruchi hai.)
Day 133,Intermediate,I'm not sure if I'll be able to attend the wedding next weekend.,அடுத்த வார இறுதியில் திருமணத்தில் என்னால் கலந்து கொள்ள முடியுமா என்று தெரியவில்லை. (Adhutha vaara irudhiyil thirumanathil ennaal kalandhu kolla mudiyuma endru theriyavillai.),मुझे यकीन नहीं है कि मैं अगले वीकेंड शादी में शामिल हो पाऊंगा या नहीं। (Mujhe yakeen nahi hai ki main agle weekend shaadi mein shaamil ho paunga ya nahi.)
Day 134,Intermediate,Could you please tell me where the nearest laundry service is?,அருகிலுள்ள சலவை சேவை (laundry) எங்கே இருக்கிறது என்று தயவுசெய்து சொல்ல முடியுமா? (Arugilulla laundry engay irukkiradhu endru thayavuseidhu solla mudiyuma?),क्या आप कृपया मुझे बता सकते हैं कि पास की लॉन्ड्री सर्विस कहाँ है? (Kya aap kripya mujhe bata sakte hain ki paas ki laundry service kahan hai?)
Day 134,Intermediate,I've been meaning to start learning a new language for a while now.,நான் சில காலமாகப் புதிய மொழியைக் கற்க வேண்டும் என்று நினைத்துக் கொண்டிருந்தேன். (Naan sila kaalamaagap pudhiya mozhiyaik karkka vendum endru ninaiththuk kondirundhaen.),मैं पिछले कुछ समय से एक नई भाषा सीखना शुरू करने की सोच रहा था। (Main pichle kuch samay se ek nayi bhasha seekhna shuru karne ki soch raha tha.)
Day 134,Intermediate,Please make sure that all the windows are closed and locked.,அனைத்து ஜன்னல்களும் மூடப்பட்டுப் பூட்டப்பட்டுள்ளதா என்பதை உறுதிப்படுத்திக் கொள்ளுங்கள். (Anaithu jannalgalum moodappattu-p-poottappattulladha enbadhai urudhippaduthik kollungal.),कृपया सुनिश्चित करें कि सभी खिड़कियां बंद और लॉक हैं। (Kripya sunishchit karen ki sabhi khidkiyaan band aur lock hain.)
Day 134,Intermediate,I really appreciate you taking the time to provide feedback on my work.,எனது வேலையைப் பற்றிய கருத்துக்களை (feedback) வழங்க நேரம் ஒதுக்கியதற்கு நான் உங்களுக்கு நன்றி கூறுகிறேன். (Enadhu vaelaiyaip pattriya karuththukkalaivalanga naeram odhikkiyadharku naan ungalukku nandri koorigiraen.),मेरे काम पर फीडबैक देने के लिए समय निकालने के लिए मैं वास्तव में आपकी सराहना करता हूँ। (Mere kaam par feedback dene ke liye samay nikalne ke liye main vaastav mein aapki saraahna karta hoon.)
Day 134,Intermediate,What do you think is the best way to develop leadership skills?,தலைமைத்துவத் திறனை வளர்க்க சிறந்த வழி எது என்று நீங்கள் நினைக்கிறீர்கள்? (Thalaimaiththuvath thiranai valarkka sirandha vazhi edhu endru neengal ninaikkireergal?),आपके अनुसार नेतृत्व कौशल (leadership skills) विकसित करने का सबसे अच्छा तरीका क्या है? (Aapke anusar netrutva kaushal vikasit karne ka sabse accha tareeka kya hai?)
Day 135,Intermediate,I prefer to work in a quiet environment where I can concentrate fully.,நான் முழுமையாகக் கவனம் செலுத்தக்கூடிய அமைதியான சூழலில் வேலை செய்யவே விரும்புகிறேன். (Naan muzhumaiyaagak gavanm seluththakkoodiya amaidhiyaana suzhalil velai seiyavae virumbugiren.),मैं एक शांत वातावरण में काम करना पसंद करता हूँ जहाँ मैं पूरी तरह से ध्यान केंद्रित कर सकूँ। (Main ek shaant vaatavaran mein kaam karna pasand karta hoon jahan main poori tarah se dhyan kendrit kar sakoon.)
Day 135,Intermediate,She’s been feeling a bit overwhelmed with her workload lately.,அவர் கடந்த சில நாட்களாக வேலைப் பளுவினால் சற்று மன அழுத்தமாக உணர்கிறார். (Avar kadhandha sila naatkalaaga vaelaip paluvinaal satru mana azhuththamaaga unargiraar.),वह पिछले कुछ समय से अपने काम के बोझ से थोड़ा परेशान (overwhelmed) महसूस कर रही हैं। (Wah pichle kuch samay se apne kaam ke bojh se thoda pareshan mehsoos kar rahi hain.)
Day 135,Intermediate,"I’ll be there in about fifteen minutes, traffic conditions permitting.",போக்குவரத்து நிலை அனுமதித்தால் நான் சுமார் பதினைந்து நிமிடங்களில் அங்கு வந்துவிடுவேன். (Pokkuvaraththu nilai anumadhiththaal naan sumaar padhinaindhu nimidangalil angu vandhuviduven.),"ट्रैफिक की स्थिति अनुमति देती है, तो मैं लगभग पंद्रह मिनट में वहां पहुंच जाऊंगा। (Traffic ki sthiti anumati deti hai, toh main lagbhag pandrah minute mein wahan pahunch jaunga.)"
Day 135,Intermediate,I'm planning to go for a run in the park this evening after work.,இன்று வேலை முடிந்ததும் மாலையில் பூங்காவில் ஓட்டப்பயிற்சி செய்யத் திட்டமிட்டுள்ளேன். (Indru vaelai mudindhadhum maalaiyil poongaavil ottappayirchi seiya thittamittullaen.),मैं आज काम के बाद शाम को पार्क में दौड़ने जाने की योजना बना रहा हूँ। (Main aaj kaam ke baad shaam ko park mein daudne jaane ki yojna bana raha hoon.)
Day 135,Intermediate,I was just about to save my work when the computer suddenly crashed.,கணினி திடீரென பழுதானபோது நான் எனது வேலையைச் சேமிக்கத் தயாராக இருந்தேன். (Kanini dhideerena pazhudhaanapoandhu naan enadhu vaelaiyais saemikkath thayaaraaga irundhaen.),"जब कंप्यूटर अचानक क्रैश हो गया, मैं बस अपना काम सेव करने ही वाला था। (Jab computer achanak crash ho gaya, main bas apna kaam save karne hi wala tha.)"
Day 136,Intermediate,I'm looking for a special gift for my friend's housewarming party.,என் நண்பரின் புதுமனை புகுவிழாவிற்காக ஒரு சிறப்புப் பரிசைத் தேடுகிறேன். (En nanbarin pudhumanai puguvizhaavirkkaaga oru sirappup parisaith thaedugiraen.),मैं अपने दोस्त के गृह प्रवेश की पार्टी के लिए एक विशेष उपहार ढूंढ रहा हूँ। (Main apne dost ke grih pravesh ki party ke liye ek vishesh uphaar dhoond raha hoon.)
Day 136,Intermediate,I was just wondering if you could help me troubleshoot this software issue.,இந்த மென்பொருள் சிக்கலைத் தீர்க்க எனக்கு உதவ முடியுமா என்று அறிய விரும்பினேன். (Indha menporul chikkalait theerkka enakku udhava mudiyuma endru ariya virumbinen.),मैं बस यह सोच रहा था कि क्या आप इस सॉफ़्टवेयर समस्या को हल करने में मेरी मदद कर सकते हैं। (Main bas yeh soch raha tha ki kya aap is software samasya ko hal karne mein meri madad kar sakte hain.)
Day 136,Intermediate,Could you please let me know if there are any updates on the project timeline?,திட்ட கால அட்டவணை குறித்த ஏதேனும் புதிய தகவல்கள் இருந்தால் எனக்குத் தெரிவிக்க முடியுமா? (Thitta kaala attavanai kuritha edhenum pudhiya thagavalgal irundhaal enakkuth therivikka mudiyuma?),क्या आप कृपया मुझे बता सकते हैं कि प्रोजेक्ट की समयसीमा पर कोई अपडेट है? (Kya aap kripya mujhe bata sakte hain ki project ki samay-seema par koi update hai?)
Day 136,Intermediate,I have been trying to reduce my screen time to improve my focus.,எனது கவனத்தை மேம்படுத்த திரையில் செலவிடும் நேரத்தைக் குறைக்க முயற்சி செய்கிறேன். (Enadhu gavanathai mempaduththa thiraiyil selavidum neraththaik kuraikka muyarchi seigiren.),मैं अपना ध्यान सुधारने के लिए स्क्रीन टाइम कम करने की कोशिश कर रहा हूँ। (Main apna dhyan sudhaarne ke liye screen time kam karne ki koshish kar raha hoon.)
Day 136,Intermediate,It is much more efficient to plan your meals for the entire week.,வாரம் முழுவதற்குமான உணவைத் திட்டமிடுவது மிகவும் திறமையானது. (Vaaram muzhuvadharkumaana unavaith thittamiduvadhu migavum thiramaiyaandhu.),पूरे सप्ताह के लिए अपने भोजन की योजना बनाना कहीं अधिक कुशल है। (Poore saptah ke liye apne bhojan ki yojna banana kahin adhik kushal hai.)
Day 137,Intermediate,We should double-check the reservation details before we head to the hotel.,ஹோட்டலுக்குச் செல்வதற்கு முன் முன்பதிவு விவரங்களை மீண்டும் சரிபார்க்க வேண்டும். (Hotel-ukkuch selvadharku mun mun-padhivu vivarangalai meendum saripaarkka vendum.),होटल जाने से पहले हमें रिजर्वेशन के विवरण की दोबारा जांच करनी चाहिए। (Hotel jaane se pehle humein reservation ke vivran ki dobara jaanch karni chahiye.)
Day 137,Intermediate,I am not sure if I can finish reading this 500-page book by Sunday.,ஞாயிற்றுக்கிழமைக்குள் இந்த 500 பக்க புத்தகத்தைப் படித்து முடிக்க முடியுமா என்று தெரியவில்லை. (Gnyaayittrukkilamaikkul indha 500 pakka puthagaththaip padithu mudikka mudiyuma endru theriyavillai.),मुझे यकीन नहीं है कि मैं रविवार तक यह 500 पन्नों की किताब पढ़ पाऊंगा या नहीं। (Mujhe yakeen nahi hai ki main ravivar tak yeh 500 panno ki kitaab padh paunga ya nahi.)
Day 137,Intermediate,Do you have any suggestions on how to improve mental well-being?,மன நலத்தை மேம்படுத்த உங்களிடம் ஏதேனும் ஆலோசனைகள் உள்ளதா? (Mana nalathai mempaduththa ungalidam edhenum aaloasanaigal ulladha?),क्या आपके पास मानसिक स्वास्थ्य में सुधार के लिए कोई सुझाव है? (Kya aapke paas maansik swasthya mein sudhaar ke liye koi sujhaav hai?)
Day 137,Intermediate,I prefer to work in a collaborative space where I can interact with others.,மற்றவர்களுடன் உரையாடக்கூடிய ஒரு கூட்டுச் சூழலில் வேலை செய்ய விரும்புகிறேன். (Matravargaludan uraiyaadakkoodiya oru koottuch suzhalil velai seiya virumbugiren.),मैं एक ऐसे सहयोगी स्थान पर काम करना पसंद करता हूँ जहाँ मैं दूसरों के साथ बातचीत कर सकूँ। (Main ek aise sahyogi sthaan par kaam karna pasand karta hoon jahan main doosron ke saath baat-cheet kar sakoon.)
Day 137,Intermediate,We need to confirm the attendance for the seminar by this evening.,இன்று மாலைக்குள் கருத்தரங்கிற்கான வருகையை நாம் உறுதி செய்ய வேண்டும். (Indru maalaikkul karuththarangirkaana varugaiyai naam urudhi seiya vendum.),हमें आज शाम तक सेमिनार के लिए उपस्थिति (attendance) की पुष्टि करनी होगी। (Humein aaj shaam tak seminar ke liye upasthiti ki pushti karni hogi.)
Day 138,Intermediate,He has been feeling much more confident since he started the new course.,புதிய படிப்பைத் தொடங்கியதிலிருந்து அவர் அதிக தன்னம்பிக்கையுடன் உணர்கிறார். (Pudhiya padippaith thodangiyadhilirundhu avar adhiga thannambikkaiyudan unargiraar.),"जब से उन्होंने नया कोर्स शुरू किया है, वह काफी आत्मविश्वास महसूस कर रहे हैं। (Jab se unhone naya course shuru kiya hai, wah kaafi aatmavishwas mehsoos kar rahe hain.)"
Day 138,Intermediate,I am thinking of learning how to edit professional videos on my computer.,கணினியில் தொழில்முறை வீடியோக்களை எடிட் செய்யக் கற்றுக்கொள்ளலாம் என்று நினைக்கிறேன். (Kaniniyil thozhilmurai videos-ai edit seiyak kattrukkollalaam endru ninaikkiren.),मैं अपने कंप्यूटर पर प्रोफेशनल वीडियो एडिट करना सीखने की सोच रहा हूँ। (Main apne computer par professional video edit karna seekhne ki soch raha hoon.)
Day 138,Intermediate,Could you please show me how to sync my files to the cloud?,எனது கோப்புகளை கிளவுடுடன் (cloud) எப்படி இணைப்பது என்று காட்ட முடியுமா? (Enadhu koappugalai cloud-udan eppadi inaippadhu endru kaatta mudiyuma?),क्या आप कृपया मुझे दिखा सकते हैं कि अपनी फाइलों को क्लाउड से सिंक कैसे करें? (Kya aap kripya mujhe dikha sakte hain ki apni filon ko cloud se sync kaise karen?)
Day 138,Intermediate,"It has been a very productive meeting, and I am glad we reached an agreement.","இது ஒரு பயனுள்ள கூட்டம், நாம் ஒரு உடன்பாட்டை எட்டியதில் எனக்கு மகிழ்ச்சி. (Idhu oru payanulla koottam, naam oru udhanbaattai ettiyadhil enakku magizhchi.)","यह बहुत उत्पादक मीटिंग रही है, और मुझे खुशी है कि हम एक समझौते पर पहुँचे। (Yeh bahut utpaadak meeting rahi hai, aur mujhe khushi hai ki hum ek samjhote par pahunche.)"
Day 138,Intermediate,Please remind me to pick up a birthday card for my colleague tomorrow.,நாளை என் சக ஊழியருக்கு ஒரு பிறந்தநாள் கார்டு வாங்க எனக்கு நினைவுபடுத்துங்கள். (Naalai en saga oozhiyarukku oru pirandhanaal card vaanga enakku ninaivupaduthungal.),कृपया मुझे कल अपने सहकर्मी के लिए जन्मदिन का कार्ड लाने की याद दिलाना। (Kripya mujhe kal apne sahkarmi ke liye janmadin ka card laane ki yaad dilana.)
Day 139,Intermediate,I think it's better to keep your professional life organized and separate from home.,உங்கள் தொழில்முறை வாழ்க்கையை ஒழுங்காகவும் வீட்டிலிருந்து தனித்தும் வைத்திருப்பது நல்லது. (Ungal thozhilmurai vaazhkkaiyai ozhungagavum veettilirundhu thaniththum vaithiruppadhu nalladhu.),मुझे लगता है कि अपने पेशेवर जीवन को व्यवस्थित और घर से अलग रखना बेहतर है। (Mujhe lagta hai ki apne peshewar jeevan ko vyavasthit aur ghar se alag rakhna behtar hai.)
